GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,MP1E001,MUVE001,MUVE002,MUVE003,MUVE004,MUVE005,MUVE006,MUVE007,MUVE008,MUVE009,MUVE010,MUVE011,NAME_M,MP1M001,MUVM001,MUVM002,MUVM003,MUVM004,MUVM005,MUVM006,MUVM007,MUVM008,MUVM009,MUVM010,MUVM011
"G1200930","2007-2011","FL",,,"Florida","12","Okeechobee County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12093",,,"Okeechobee County, Florida",36929,3499,100,159,302,400,311,244,368,288,898,429,"Okeechobee County, Florida",3320,463,88,107,191,179,158,138,156,154,250,152
"G1200950","2007-2011","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12095",,,"Orange County, Florida",49731,165238,2818,7730,14518,18101,18800,15220,12252,18346,49861,7592,"Orange County, Florida",599,2639,482,718,1074,1148,1049,1083,807,1033,1825,693
"G1200970","2007-2011","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12097",,,"Osceola County, Florida",46479,32762,410,1011,3049,3639,3158,3638,2927,3699,9984,1247,"Osceola County, Florida",1303,1298,155,280,524,483,563,510,518,579,796,263
"G1200990","2007-2011","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12099",,,"Palm Beach County, Florida",52951,143409,2647,6267,13335,14890,15421,11814,10064,15574,43813,9584,"Palm Beach County, Florida",521,2703,373,586,807,858,1074,973,820,1023,1598,687
"G1201010","2007-2011","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12101",,,"Pasco County, Florida",44103,40001,1191,1715,3355,5217,4213,3640,3179,4055,10189,3247,"Pasco County, Florida",794,1300,277,338,519,550,601,457,435,522,730,432
"G1201030","2007-2011","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12103",,,"Pinellas County, Florida",45891,122054,2473,6046,12498,14578,14240,12278,8235,12744,31292,7670,"Pinellas County, Florida",532,2081,414,640,945,1078,766,911,731,825,1328,569
"G1201050","2007-2011","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12105",,,"Polk County, Florida",44398,62802,1550,3895,6386,7397,6155,5437,4033,5882,16704,5363,"Polk County, Florida",722,1791,376,485,614,723,633,582,443,692,1012,524
"G1201070","2007-2011","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12107",,,"Putnam County, Florida",34174,6626,397,445,497,490,491,540,601,721,1692,752,"Putnam County, Florida",1545,487,173,149,138,168,163,171,193,188,321,182
"G1201090","2007-2011","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12109",,,"St. Johns County, Florida",64153,16567,545,889,1658,2119,2064,1262,938,1529,4056,1507,"St. Johns County, Florida",1299,880,218,246,386,380,335,248,180,357,472,384
"G1201110","2007-2011","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12111",,,"St. Lucie County, Florida",44947,25710,413,955,2335,2447,2831,2597,1423,3210,7887,1612,"St. Lucie County, Florida",861,1055,169,230,447,397,466,453,292,488,727,352
"G1201130","2007-2011","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12113",,,"Santa Rosa County, Florida",55913,13261,266,774,1443,1483,1760,1589,1135,948,2586,1277,"Santa Rosa County, Florida",1640,784,150,249,312,296,334,340,304,250,403,260
"G1201150","2007-2011","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12115",,,"Sarasota County, Florida",49212,40322,942,2114,3900,4532,4199,3465,2902,3805,11408,3055,"Sarasota County, Florida",871,1426,248,390,426,520,445,502,364,455,836,399
"G1201170","2007-2011","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12117",,,"Seminole County, Florida",58908,42872,594,2389,4678,5851,4991,3759,3237,3897,10763,2713,"Seminole County, Florida",997,1153,206,366,411,621,512,416,447,465,708,377
"G1201190","2007-2011","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12119",,,"Sumter County, Florida",44817,4184,172,273,502,757,330,384,149,269,787,561,"Sumter County, Florida",1617,664,142,158,187,261,157,172,137,154,230,186
"G1201210","2007-2011","FL",,,"Florida","12","Suwannee County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12121",,,"Suwannee County, Florida",37775,4175,274,301,277,370,296,227,257,394,836,943,"Suwannee County, Florida",3297,449,173,167,144,131,155,133,137,161,241,264
"G1201230","2007-2011","FL",,,"Florida","12","Taylor County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12123",,,"Taylor County, Florida",38005,1260,58,144,96,54,107,120,115,190,236,140,"Taylor County, Florida",3065,249,59,97,65,53,80,74,95,105,105,95
"G1201250","2007-2011","FL",,,"Florida","12","Union County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12125",,,"Union County, Florida",45645,1232,181,115,126,147,145,127,49,43,124,175,"Union County, Florida",4936,189,81,79,85,90,72,74,53,35,66,72
"G1201270","2007-2011","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12127",,,"Volusia County, Florida",44169,49343,963,2270,4382,4416,5599,4028,3053,4567,15092,4973,"Volusia County, Florida",811,1461,265,344,451,517,606,476,404,601,931,650
"G1201290","2007-2011","FL",,,"Florida","12","Wakulla County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12129",,,"Wakulla County, Florida",54151,1668,11,94,104,163,268,160,45,52,473,298,"Wakulla County, Florida",3449,341,18,81,72,99,174,157,37,51,157,169
"G1201310","2007-2011","FL",,,"Florida","12","Walton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12131",,,"Walton County, Florida",46926,5842,185,238,535,501,775,377,386,323,1855,667,"Walton County, Florida",2743,658,121,99,215,166,259,150,247,146,419,191
"G1201330","2007-2011","FL",,,"Florida","12","Washington County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12133",,,"Washington County, Florida",37036,2028,233,50,179,109,164,98,31,145,595,424,"Washington County, Florida",2804,306,156,44,96,77,101,59,32,80,183,186
"G1300010","2007-2011","GA",,,"Georgia","13","Appling County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13001",,,"Appling County, Georgia",34989,2050,119,363,300,127,47,192,137,141,97,527,"Appling County, Georgia",2686,269,73,178,184,78,60,135,79,90,51,160
"G1300030","2007-2011","GA",,,"Georgia","13","Atkinson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13003",,,"Atkinson County, Georgia",32814,847,95,109,86,61,62,55,50,57,115,157,"Atkinson County, Georgia",3283,124,55,53,44,39,37,31,44,48,56,66
"G1300050","2007-2011","GA",,,"Georgia","13","Bacon County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13005",,,"Bacon County, Georgia",32065,1330,113,26,118,72,110,17,65,77,325,407,"Bacon County, Georgia",3523,244,83,34,91,59,86,29,68,50,147,153
"G1300070","2007-2011","GA",,,"Georgia","13","Baker County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13007",,,"Baker County, Georgia",27255,412,7,3,42,0,46,8,38,0,133,135,"Baker County, Georgia",7339,113,12,6,41,98,45,10,45,98,66,70
"G1300090","2007-2011","GA",,,"Georgia","13","Baldwin County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13009",,,"Baldwin County, Georgia",36429,6472,182,360,517,516,588,390,357,609,1942,1011,"Baldwin County, Georgia",1936,498,97,158,205,158,181,188,153,220,355,231
"G1300110","2007-2011","GA",,,"Georgia","13","Banks County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13011",,,"Banks County, Georgia",41397,1418,34,52,160,180,134,113,38,80,294,333,"Banks County, Georgia",3448,226,30,36,79,110,71,59,31,55,125,104
"G1300130","2007-2011","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13013",,,"Barrow County, Georgia",50604,5373,182,432,425,677,519,364,450,555,1423,346,"Barrow County, Georgia",2002,455,111,165,218,209,200,145,150,202,305,125
"G1300150","2007-2011","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13015",,,"Bartow County, Georgia",49060,10304,231,568,1096,1463,862,871,767,1249,2505,692,"Bartow County, Georgia",2755,699,111,179,272,380,256,241,272,325,441,193
"G1300170","2007-2011","GA",,,"Georgia","13","Ben Hill County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13017",,,"Ben Hill County, Georgia",31943,2333,90,250,291,99,261,147,110,204,556,325,"Ben Hill County, Georgia",3721,306,63,119,146,88,141,109,70,93,186,142
"G1300190","2007-2011","GA",,,"Georgia","13","Berrien County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13019",,,"Berrien County, Georgia",32512,2150,40,172,120,191,212,272,172,59,504,408,"Berrien County, Georgia",4700,306,36,103,66,101,96,155,105,53,139,147
"G1300210","2007-2011","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13021",,,"Bibb County, Georgia",37975,24332,726,1368,2186,2215,2455,1916,1672,2297,7309,2188,"Bibb County, Georgia",1131,788,228,264,367,369,384,311,317,393,519,337
"G1300230","2007-2011","GA",,,"Georgia","13","Bleckley County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13023",,,"Bleckley County, Georgia",35997,1202,110,58,95,166,36,23,45,72,391,206,"Bleckley County, Georgia",4006,265,87,63,77,96,36,31,59,64,149,103
"G1300250","2007-2011","GA",,,"Georgia","13","Brantley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13025",,,"Brantley County, Georgia",38374,1071,104,69,104,94,69,28,115,62,85,341,"Brantley County, Georgia",2629,247,92,62,73,65,71,37,85,53,60,157
"G1300270","2007-2011","GA",,,"Georgia","13","Brooks County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13027",,,"Brooks County, Georgia",40186,1759,88,148,29,192,83,106,105,88,495,425,"Brooks County, Georgia",5312,308,67,89,30,102,89,81,74,72,155,139
"G1300290","2007-2011","GA",,,"Georgia","13","Bryan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13029",,,"Bryan County, Georgia",64651,2814,21,125,419,372,234,316,115,236,648,328,"Bryan County, Georgia",4157,351,28,81,188,164,131,166,70,105,190,140
"G1300310","2007-2011","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13031",,,"Bulloch County, Georgia",33902,11309,430,695,1090,828,727,585,534,940,4247,1233,"Bulloch County, Georgia",1250,660,124,197,233,251,237,212,174,249,451,316
"G1300330","2007-2011","GA",,,"Georgia","13","Burke County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13033",,,"Burke County, Georgia",32188,2206,155,220,122,145,226,185,241,119,444,349,"Burke County, Georgia",2457,240,96,103,65,85,98,109,94,67,121,112
"G1300350","2007-2011","GA",,,"Georgia","13","Butts County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13035",,,"Butts County, Georgia",49339,1838,0,267,162,242,326,89,107,205,334,106,"Butts County, Georgia",5638,315,98,148,89,137,133,76,72,123,154,75
"G1300370","2007-2011","GA",,,"Georgia","13","Calhoun County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13037",,,"Calhoun County, Georgia",32986,500,37,39,52,33,16,71,40,30,52,130,"Calhoun County, Georgia",5370,298,32,44,86,57,35,47,44,30,63,82
"G1300390","2007-2011","GA",,,"Georgia","13","Camden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13039",,,"Camden County, Georgia",51061,5529,148,397,951,668,719,285,356,196,1329,480,"Camden County, Georgia",2329,518,98,183,257,208,254,104,156,98,251,147
"G1300430","2007-2011","GA",,,"Georgia","13","Candler County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13043",,,"Candler County, Georgia",37315,1225,131,216,193,77,120,51,98,33,192,114,"Candler County, Georgia",3999,225,106,107,109,62,74,39,76,31,104,61
"G1300450","2007-2011","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13045",,,"Carroll County, Georgia",45752,12561,441,859,1312,1183,1248,898,681,980,3707,1252,"Carroll County, Georgia",1331,647,162,234,266,307,301,200,189,218,463,245
"G1300470","2007-2011","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13047",,,"Catoosa County, Georgia",46549,6141,91,387,853,935,649,484,383,457,1189,713,"Catoosa County, Georgia",2044,489,62,169,232,317,180,168,163,176,286,183
"G1300490","2007-2011","GA",,,"Georgia","13","Charlton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13049",,,"Charlton County, Georgia",42307,792,57,149,15,142,4,28,41,27,166,163,"Charlton County, Georgia",2835,210,65,103,16,110,9,34,39,24,79,96
"G1300510","2007-2011","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13051",,,"Chatham County, Georgia",45985,41598,1050,2447,4752,4677,4496,3840,2824,3752,10320,3440,"Chatham County, Georgia",1080,1165,214,361,604,529,540,443,380,480,681,408
"G1300530","2007-2011","GA",,,"Georgia","13","Chattahoochee County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13053",,,"Chattahoochee County, Georgia",49969,1744,34,10,192,309,372,329,93,150,101,154,"Chattahoochee County, Georgia",2728,245,51,11,90,128,97,176,69,97,61,78
"G1300550","2007-2011","GA",,,"Georgia","13","Chattooga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13055",,,"Chattooga County, Georgia",32224,2598,41,132,311,370,392,208,163,109,410,462,"Chattooga County, Georgia",2037,307,35,81,126,120,152,107,88,77,129,163
"G1300570","2007-2011","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13057",,,"Cherokee County, Georgia",66717,15235,331,1432,2014,2010,1419,1118,729,1550,3805,827,"Cherokee County, Georgia",1967,920,144,273,393,345,276,283,223,305,497,256
"G1300590","2007-2011","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13059",,,"Clarke County, Georgia",34151,22477,374,1390,2041,2196,1749,1700,1172,1883,6948,3024,"Clarke County, Georgia",1898,727,137,296,329,331,275,297,268,279,530,380
"G1300610","2007-2011","GA",,,"Georgia","13","Clay County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13061",,,"Clay County, Georgia",24750,335,7,0,5,9,44,43,0,29,103,95,"Clay County, Georgia",3215,81,8,98,7,15,29,29,98,19,55,47
"G1300630","2007-2011","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13063",,,"Clayton County, Georgia",42936,35154,774,1481,3585,4163,4056,3098,2418,3657,10028,1894,"Clayton County, Georgia",997,994,200,291,492,486,476,469,405,465,767,313
"G1300650","2007-2011","GA",,,"Georgia","13","Clinch County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13065",,,"Clinch County, Georgia",33143,788,58,114,110,126,59,20,29,32,95,145,"Clinch County, Georgia",6948,160,62,83,82,67,58,25,41,40,70,76
"G1300670","2007-2011","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13067",,,"Cobb County, Georgia",65423,81282,2583,5805,10359,10590,8809,7751,5515,6856,19131,3883,"Cobb County, Georgia",873,1492,407,677,827,929,845,710,676,711,1036,547
"G1300690","2007-2011","GA",,,"Georgia","13","Coffee County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13069",,,"Coffee County, Georgia",34327,4469,367,294,448,568,233,305,139,570,859,686,"Coffee County, Georgia",2497,538,148,139,206,200,105,147,83,212,252,214
"G1300710","2007-2011","GA",,,"Georgia","13","Colquitt County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13071",,,"Colquitt County, Georgia",33345,5743,335,574,400,596,452,447,375,663,1242,659,"Colquitt County, Georgia",1507,462,154,199,144,175,156,160,145,149,246,189
"G1300730","2007-2011","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13073",,,"Columbia County, Georgia",66556,8432,262,685,1361,1158,870,626,485,884,1593,508,"Columbia County, Georgia",2134,634,155,232,300,305,267,188,155,267,385,174
"G1300750","2007-2011","GA",,,"Georgia","13","Cook County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13075",,,"Cook County, Georgia",35306,1832,6,115,106,243,104,106,158,196,394,404,"Cook County, Georgia",3695,257,10,72,62,133,66,65,76,85,151,167
"G1300770","2007-2011","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13077",,,"Coweta County, Georgia",61015,11223,363,964,1132,1567,1357,860,735,650,2604,991,"Coweta County, Georgia",1913,613,170,288,262,320,297,245,251,197,448,314
"G1300790","2007-2011","GA",,,"Georgia","13","Crawford County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13079",,,"Crawford County, Georgia",37746,893,13,77,2,75,57,28,59,115,331,136,"Crawford County, Georgia",3249,198,17,55,5,82,57,39,40,82,133,74
"G1300810","2007-2011","GA",,,"Georgia","13","Crisp County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13081",,,"Crisp County, Georgia",32616,3594,145,137,423,322,306,453,91,499,829,389,"Crisp County, Georgia",3856,373,122,92,170,152,148,190,48,181,197,150
"G1300830","2007-2011","GA",,,"Georgia","13","Dade County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13083",,,"Dade County, Georgia",41629,1339,71,120,172,126,72,64,99,63,238,314,"Dade County, Georgia",3025,241,63,79,81,65,56,59,61,65,124,96
"G1300850","2007-2011","GA",,,"Georgia","13","Dawson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13085",,,"Dawson County, Georgia",51989,1722,46,176,144,268,118,31,130,388,234,187,"Dawson County, Georgia",2219,267,63,110,76,144,88,29,86,130,103,82
"G1300870","2007-2011","GA",,,"Georgia","13","Decatur County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13087",,,"Decatur County, Georgia",31391,3845,101,431,269,213,183,324,181,345,1184,614,"Decatur County, Georgia",2723,345,75,183,123,110,93,141,108,123,233,181
"G1300890","2007-2011","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13089",,,"DeKalb County, Georgia",51712,110782,2589,7153,11723,12711,12602,10350,7114,10058,29819,6663,"DeKalb County, Georgia",717,1708,420,744,912,808,876,901,700,820,1414,717
"G1300910","2007-2011","GA",,,"Georgia","13","Dodge County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13091",,,"Dodge County, Georgia",33829,2437,128,111,303,455,122,239,102,105,386,486,"Dodge County, Georgia",3894,308,86,82,124,178,98,90,80,84,115,156
"G1300930","2007-2011","GA",,,"Georgia","13","Dooly County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13093",,,"Dooly County, Georgia",30830,1529,110,114,120,137,89,107,73,160,338,281,"Dooly County, Georgia",4400,261,77,75,80,81,65,63,53,111,118,113
"G1300950","2007-2011","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13095",,,"Dougherty County, Georgia",32364,18568,624,1558,2029,2091,1439,1258,1265,1823,5058,1423,"Dougherty County, Georgia",1200,731,164,264,371,308,276,262,252,334,523,300
"G1300970","2007-2011","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13097",,,"Douglas County, Georgia",54763,12909,244,1186,1637,1724,1441,1268,792,1296,2781,540,"Douglas County, Georgia",1628,752,153,300,426,298,341,348,189,269,452,211
"G1300990","2007-2011","GA",,,"Georgia","13","Early County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13099",,,"Early County, Georgia",27645,1427,68,93,94,56,147,19,180,175,275,320,"Early County, Georgia",3739,183,49,57,56,41,76,23,107,83,94,87
"G1301010","2007-2011","GA",,,"Georgia","13","Echols County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13101",,,"Echols County, Georgia",29476,476,9,14,46,49,53,15,35,18,114,123,"Echols County, Georgia",7550,132,14,23,67,57,78,26,42,21,94,92
"G1301030","2007-2011","GA",,,"Georgia","13","Effingham County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13103",,,"Effingham County, Georgia",58935,4447,68,649,745,290,381,384,202,373,951,404,"Effingham County, Georgia",3487,412,67,266,194,138,143,171,81,129,278,134
"G1301050","2007-2011","GA",,,"Georgia","13","Elbert County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13105",,,"Elbert County, Georgia",32634,2135,50,142,171,291,233,167,121,156,453,351,"Elbert County, Georgia",2888,304,57,128,102,114,126,94,71,99,146,130
"G1301070","2007-2011","GA",,,"Georgia","13","Emanuel County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13107",,,"Emanuel County, Georgia",30427,2777,98,485,249,222,381,143,240,162,403,394,"Emanuel County, Georgia",1937,322,71,182,102,85,162,73,152,77,127,114
"G1301090","2007-2011","GA",,,"Georgia","13","Evans County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13109",,,"Evans County, Georgia",38000,1341,112,115,279,95,218,59,58,10,147,248,"Evans County, Georgia",3677,197,73,56,100,60,91,43,49,12,68,105
"G1301110","2007-2011","GA",,,"Georgia","13","Fannin County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13111",,,"Fannin County, Georgia",34554,2019,160,110,178,101,155,191,143,172,347,462,"Fannin County, Georgia",2339,322,74,75,96,64,65,121,109,148,148,143
"G1301130","2007-2011","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13113",,,"Fayette County, Georgia",81498,5860,314,592,706,483,539,665,480,439,1190,452,"Fayette County, Georgia",2304,465,145,195,183,148,158,183,165,156,272,134
"G1301150","2007-2011","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13115",,,"Floyd County, Georgia",43129,11555,346,1202,1272,1219,796,1076,779,819,3079,967,"Floyd County, Georgia",1977,607,124,293,214,242,206,259,224,194,426,208
"G1301170","2007-2011","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13117",,,"Forsyth County, Georgia",88262,7355,122,246,841,1100,858,711,442,529,1653,853,"Forsyth County, Georgia",2234,592,76,110,268,288,242,229,198,199,348,256
"G1301190","2007-2011","GA",,,"Georgia","13","Franklin County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13119",,,"Franklin County, Georgia",33086,2472,70,230,207,228,241,226,136,238,486,410,"Franklin County, Georgia",4339,303,64,96,103,94,93,98,84,104,129,140
"G1301210","2007-2011","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13121",,,"Fulton County, Georgia",57582,161921,6476,12336,18255,19306,18808,13991,9929,13091,41113,8616,"Fulton County, Georgia",892,2268,708,932,1068,1045,1192,944,770,902,1635,697
"G1301230","2007-2011","GA",,,"Georgia","13","Gilmer County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13123",,,"Gilmer County, Georgia",37091,3270,77,230,327,334,416,248,182,180,727,549,"Gilmer County, Georgia",2377,374,50,144,133,129,174,127,89,94,219,157
"G1301250","2007-2011","GA",,,"Georgia","13","Glascock County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13125",,,"Glascock County, Georgia",36275,383,47,4,33,24,40,51,14,4,77,89,"Glascock County, Georgia",6301,79,36,8,34,26,30,43,14,7,42,46
"G1301270","2007-2011","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13127",,,"Glynn County, Georgia",49828,11180,861,880,1526,1312,907,748,645,1231,2342,728,"Glynn County, Georgia",2489,564,256,268,298,252,252,213,181,295,336,188
"G1301290","2007-2011","GA",,,"Georgia","13","Gordon County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13129",,,"Gordon County, Georgia",41336,6062,348,513,564,681,521,510,415,478,1536,496,"Gordon County, Georgia",2499,502,161,153,166,176,161,199,144,181,327,163
"G1301310","2007-2011","GA",,,"Georgia","13","Grady County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13131",,,"Grady County, Georgia",32091,3263,122,146,197,346,181,174,199,79,801,1018,"Grady County, Georgia",2837,305,89,92,95,151,88,78,85,60,205,215
"G1301330","2007-2011","GA",,,"Georgia","13","Greene County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13133",,,"Greene County, Georgia",38209,1656,55,118,144,56,136,73,108,241,402,323,"Greene County, Georgia",3205,232,48,73,69,39,77,47,74,127,140,127
"G1301350","2007-2011","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13135",,,"Gwinnett County, Georgia",63076,76292,1768,4595,8847,9054,9668,7464,5075,7272,19269,3280,"Gwinnett County, Georgia",916,1876,417,586,773,780,727,771,639,757,1114,463
"G1301370","2007-2011","GA",,,"Georgia","13","Habersham County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13137",,,"Habersham County, Georgia",41222,3547,137,348,336,301,428,389,184,339,504,581,"Habersham County, Georgia",2079,347,80,153,111,115,144,167,113,150,138,171
"G1301390","2007-2011","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13139",,,"Hall County, Georgia",52050,18504,537,1348,1999,2467,1907,1753,1418,1459,3993,1623,"Hall County, Georgia",1449,873,200,288,399,428,345,391,293,331,498,346
"G1301410","2007-2011","GA",,,"Georgia","13","Hancock County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13141",,,"Hancock County, Georgia",24483,660,21,7,43,94,87,55,60,63,126,104,"Hancock County, Georgia",4364,204,29,12,42,75,66,44,51,85,70,75
