GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,AL1BE001,AL1BE002,AL1BE003,AL1BE004,AL1BE005,AL1BE006,AL1BE007,AL1BE008,AL1BE009,AL1BE010,AL1BE011,NAME_M,ALW1M001,AL1BM001,AL1BM002,AL1BM003,AL1BM004,AL1BM005,AL1BM006,AL1BM007,AL1BM008,AL1BM009,AL1BM010,AL1BM011
"G0202300","2015-2019","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230",,,"Skagway Municipality, Alaska",73906,175,10,24,39,19,21,9,6,8,5,34,"Skagway Municipality, Alaska",6082,23,7,9,12,17,10,5,4,6,7,13
"G0202400","2015-2019","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",70056,575,49,68,54,105,12,25,30,25,57,150,"Southeast Fairbanks Census Area, Alaska",7473,88,30,36,28,49,9,15,22,17,26,49
"G0202610","2015-2019","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261",,,"Valdez-Cordova Census Area, Alaska",79867,806,107,72,141,60,64,64,48,20,76,154,"Valdez-Cordova Census Area, Alaska",10958,151,45,52,66,44,43,67,50,12,41,81
"G0202750","2015-2019","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",53894,330,9,40,29,41,46,20,35,14,54,42,"Wrangell City and Borough, Alaska",6028,45,7,22,10,18,33,11,27,11,17,22
"G0202820","2015-2019","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",71607,74,3,19,9,4,15,2,6,0,4,12,"Yakutat City and Borough, Alaska",8538,26,4,9,7,4,8,3,6,9,4,8
"G0202900","2015-2019","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",41413,512,39,47,41,29,25,15,12,17,49,238,"Yukon-Koyukuk Census Area, Alaska",2359,56,13,19,13,11,11,9,7,15,15,40
"G0400010","2015-2019","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",32508,4405,1016,685,423,396,228,239,96,211,378,733,"Apache County, Arizona",1723,259,128,118,110,93,76,101,53,63,92,161
"G0400030","2015-2019","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",49260,15586,972,1508,2280,1562,1637,1098,1052,1263,2818,1396,"Cochise County, Arizona",1858,813,247,250,375,253,291,267,265,221,453,240
"G0400050","2015-2019","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",59460,18485,1229,1247,2092,1592,1928,1267,1019,1445,5024,1642,"Coconino County, Arizona",1953,871,268,282,394,291,343,295,240,310,526,282
"G0400070","2015-2019","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",43524,5364,369,675,562,423,547,336,407,219,702,1124,"Gila County, Arizona",2214,491,155,177,180,166,186,117,175,114,157,209
"G0400090","2015-2019","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",51353,3276,337,329,417,251,243,195,133,175,643,553,"Graham County, Arizona",2121,287,90,115,135,90,97,92,86,98,162,137
"G0400110","2015-2019","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",63473,1609,1043,99,129,128,26,49,36,26,43,30,"Greenlee County, Arizona",2899,153,152,42,79,67,27,41,27,36,31,21
"G0400120","2015-2019","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",34643,2660,310,116,358,270,283,152,69,192,353,557,"La Paz County, Arizona",4945,427,206,58,147,105,196,102,45,190,159,167
"G0400130","2015-2019","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",64468,586804,18303,48296,76240,79936,66823,50053,36844,50952,126546,32811,"Maricopa County, Arizona",326,3818,898,1622,1768,2231,1661,1661,1433,1722,2380,1138
"G0400150","2015-2019","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",45587,26697,995,2731,3167,3023,2930,2209,1617,2374,4554,3097,"Mohave County, Arizona",1297,1099,259,439,445,401,424,376,313,367,534,375
"G0400170","2015-2019","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",40067,10923,949,1028,1155,1027,762,792,398,789,1887,2136,"Navajo County, Arizona",1628,518,169,199,229,228,166,207,154,172,298,274
"G0400190","2015-2019","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",53379,149062,5112,11393,18180,17446,15483,12900,8988,12948,35562,11050,"Pima County, Arizona",628,2107,510,830,900,748,880,800,644,789,1170,791
"G0400210","2015-2019","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",58174,32898,1103,2821,3731,3518,3343,2179,2171,2678,6454,4900,"Pinal County, Arizona",930,1239,265,374,457,496,460,346,446,469,674,476
"G0400230","2015-2019","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",41259,5128,152,508,548,532,521,600,211,467,1131,458,"Santa Cruz County, Arizona",2645,417,100,204,154,183,210,217,112,221,251,154
"G0400250","2015-2019","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",52451,27565,1256,2350,2781,3346,3009,1537,1400,3586,5855,2445,"Yavapai County, Arizona",1376,1238,334,439,448,474,439,257,263,528,644,381
"G0400270","2015-2019","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",45243,24050,812,1860,3205,3143,2946,1669,1778,1484,4890,2263,"Yuma County, Arizona",1279,1073,212,304,429,531,481,314,348,278,636,363
"G0500010","2015-2019","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",46696,2608,55,374,242,275,231,131,134,133,485,548,"Arkansas County, Arkansas",2210,258,39,114,106,102,119,64,68,88,152,119
"G0500030","2015-2019","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",44744,1747,147,100,179,130,164,47,105,128,444,303,"Ashley County, Arkansas",4484,213,77,60,102,103,81,36,68,71,194,117
"G0500050","2015-2019","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",42260,4397,188,435,633,550,565,327,329,355,609,406,"Baxter County, Arkansas",2095,391,101,143,225,152,172,115,139,152,147,130
"G0500070","2015-2019","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",66362,32507,1948,5731,4828,4022,2976,2080,1689,2128,4587,2518,"Benton County, Arkansas",1292,1029,364,560,562,440,423,355,294,406,462,417
"G0500090","2015-2019","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",45374,4241,327,501,549,391,603,361,204,242,564,499,"Boone County, Arkansas",1907,398,130,152,157,134,177,128,89,117,176,151
"G0500110","2015-2019","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",43184,1539,91,206,184,168,85,32,47,133,233,360,"Bradley County, Arkansas",4132,182,60,76,91,76,62,28,38,78,107,94
"G0500130","2015-2019","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",46417,281,4,31,31,22,20,19,10,15,67,62,"Calhoun County, Arkansas",6659,80,6,22,23,23,18,21,12,14,41,41
"G0500150","2015-2019","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",46110,2703,117,323,373,400,280,185,129,184,263,449,"Carroll County, Arkansas",4165,332,81,127,133,126,112,107,65,107,126,165
"G0500170","2015-2019","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",34147,1555,61,161,186,96,93,40,100,99,289,430,"Chicot County, Arkansas",2071,176,47,75,79,58,48,27,66,48,100,111
"G0500190","2015-2019","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",41620,3587,223,512,341,313,296,336,235,263,687,381,"Clark County, Arkansas",3924,374,109,199,112,123,115,118,115,119,200,109
"G0500210","2015-2019","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",37233,2100,102,234,202,166,218,153,76,189,373,387,"Clay County, Arkansas",2550,210,53,98,66,90,96,71,40,82,104,83
"G0500230","2015-2019","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",44483,2673,164,260,426,277,275,185,148,118,327,493,"Cleburne County, Arkansas",2847,326,74,105,176,110,126,86,101,70,101,153
"G0500250","2015-2019","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",46684,771,52,51,137,62,31,57,10,52,68,251,"Cleveland County, Arkansas",4507,144,39,31,75,41,33,39,11,51,43,74
"G0500270","2015-2019","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",36193,2533,137,369,199,181,253,170,110,109,499,506,"Columbia County, Arkansas",2784,326,71,148,102,95,139,94,72,84,197,175
"G0500290","2015-2019","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",42802,2719,141,232,268,324,183,165,175,228,347,656,"Conway County, Arkansas",3656,326,80,112,125,156,93,100,101,128,138,188
"G0500310","2015-2019","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",47286,17752,635,2000,2289,2169,1604,1354,837,1519,3636,1709,"Craighead County, Arkansas",2063,759,205,376,383,375,377,290,223,413,457,298
"G0500330","2015-2019","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",46828,5747,295,537,637,810,550,567,310,480,1107,454,"Crawford County, Arkansas",2004,538,139,185,233,262,186,195,129,160,204,145
"G0500350","2015-2019","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",40161,8118,244,864,640,933,829,734,320,756,2003,795,"Crittenden County, Arkansas",2116,331,92,203,165,238,192,192,100,202,252,160
"G0500370","2015-2019","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",46787,2206,115,167,273,208,248,179,146,94,355,421,"Cross County, Arkansas",4568,210,72,75,117,86,113,90,68,49,116,123
"G0500390","2015-2019","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",38072,959,49,57,112,123,196,70,33,19,150,150,"Dallas County, Arkansas",6309,195,36,50,64,97,112,57,38,20,69,86
"G0500410","2015-2019","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",31893,2005,129,96,228,182,303,88,102,80,327,470,"Desha County, Arkansas",3470,229,79,65,86,78,113,59,68,48,115,129
"G0500430","2015-2019","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",46997,2312,247,165,251,111,208,118,126,116,389,581,"Drew County, Arkansas",6793,275,107,93,143,60,92,90,109,97,144,165
"G0500450","2015-2019","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",52827,16799,466,1590,2124,1659,1708,1196,1198,1608,3767,1483,"Faulkner County, Arkansas",2465,845,129,339,369,242,367,282,292,319,439,358
"G0500470","2015-2019","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",38923,1983,102,150,80,204,185,233,105,52,517,355,"Franklin County, Arkansas",2340,254,71,81,49,92,104,128,66,42,185,140
"G0500490","2015-2019","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",35405,1008,44,24,169,137,74,91,55,73,176,165,"Fulton County, Arkansas",3688,212,39,18,96,89,37,44,42,65,85,72
"G0500510","2015-2019","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",44777,12939,539,910,1467,1555,1249,1365,744,594,2962,1554,"Garland County, Arkansas",1753,685,170,260,343,349,276,296,219,201,379,366
"G0500530","2015-2019","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",55388,1364,60,201,99,97,182,113,59,53,252,248,"Grant County, Arkansas",2924,236,65,82,58,62,109,82,57,52,108,117
"G0500550","2015-2019","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",47056,5693,243,762,906,535,498,610,158,461,993,527,"Greene County, Arkansas",2598,392,98,208,244,166,183,194,86,173,266,156
"G0500570","2015-2019","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",42860,2487,177,256,228,132,213,219,185,300,336,441,"Hempstead County, Arkansas",5744,290,88,93,106,69,91,115,106,152,131,140
"G0500590","2015-2019","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",43889,2790,148,299,260,182,428,226,228,379,279,361,"Hot Spring County, Arkansas",2791,340,74,133,126,106,189,111,134,155,101,126
"G0500610","2015-2019","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",36059,1597,48,78,98,212,215,170,127,12,262,375,"Howard County, Arkansas",4625,239,37,44,58,95,104,96,75,18,98,141
"G0500630","2015-2019","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",44319,4061,248,445,333,484,357,450,297,248,530,669,"Independence County, Arkansas",2382,418,122,155,127,146,134,189,126,125,168,201
"G0500650","2015-2019","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",42876,1161,56,93,138,138,141,38,54,72,164,267,"Izard County, Arkansas",2857,190,34,54,68,74,55,31,34,53,63,89
"G0500670","2015-2019","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",34109,1880,84,156,188,180,247,168,27,238,354,238,"Jackson County, Arkansas",2743,228,49,76,75,72,76,80,26,99,155,75
"G0500690","2015-2019","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",40726,10157,501,1220,1140,864,981,723,570,806,2219,1133,"Jefferson County, Arkansas",2231,578,208,338,231,201,207,169,180,206,400,258
"G0500710","2015-2019","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",38511,2864,160,212,273,244,297,285,182,235,513,463,"Johnson County, Arkansas",2440,257,84,95,115,90,93,123,77,109,125,171
"G0500730","2015-2019","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",32397,582,12,23,29,41,27,27,14,27,128,254,"Lafayette County, Arkansas",2886,124,14,22,23,23,22,24,19,26,64,76
"G0500750","2015-2019","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",39993,2112,124,179,252,237,189,211,117,36,289,478,"Lawrence County, Arkansas",2451,200,63,97,84,75,64,79,62,33,87,114
"G0500770","2015-2019","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",29681,1289,27,21,119,61,27,46,30,89,363,506,"Lee County, Arkansas",4864,166,31,13,67,40,25,33,24,55,116,140
"G0500790","2015-2019","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",46596,863,56,128,54,71,43,32,25,22,111,321,"Lincoln County, Arkansas",7184,201,33,106,37,53,28,28,26,21,57,130
"G0500810","2015-2019","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",45113,1527,110,82,223,235,116,164,65,169,66,297,"Little River County, Arkansas",4547,250,81,58,121,122,64,97,44,118,46,114
"G0500830","2015-2019","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",41466,2215,119,337,333,195,230,115,104,160,217,405,"Logan County, Arkansas",1679,297,57,119,127,77,101,58,74,93,83,135
"G0500850","2015-2019","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",59094,8271,339,747,1170,1056,885,750,286,724,1408,906,"Lonoke County, Arkansas",2859,518,139,201,219,266,248,225,115,220,283,248
"G0500870","2015-2019","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",41682,1380,38,234,126,121,92,71,101,82,124,391,"Madison County, Arkansas",4925,202,27,114,59,46,71,42,72,48,85,123
"G0500890","2015-2019","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",36719,1434,46,88,81,269,154,114,57,47,299,279,"Marion County, Arkansas",3023,216,40,43,41,109,74,57,36,31,118,92
"G0500910","2015-2019","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",43371,5807,386,355,703,587,581,319,343,516,1368,649,"Miller County, Arkansas",3494,396,179,112,209,194,153,128,109,148,242,187
"G0500930","2015-2019","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",39962,7152,366,851,897,1029,507,498,332,732,1163,777,"Mississippi County, Arkansas",3007,498,132,269,256,233,166,167,132,228,266,217
"G0500950","2015-2019","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",38468,1337,128,138,68,170,117,172,29,164,139,212,"Monroe County, Arkansas",6974,162,77,70,52,85,57,80,27,80,67,72
"G0500970","2015-2019","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",35741,701,43,89,66,51,63,15,45,32,82,215,"Montgomery County, Arkansas",5112,124,36,46,44,31,37,14,36,17,35,79
"G0500990","2015-2019","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",38042,1123,3,32,212,151,63,51,87,179,93,252,"Nevada County, Arkansas",5624,213,5,38,110,97,65,75,83,128,68,102
"G0501010","2015-2019","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,,"Newton County, Arkansas",38082,464,11,37,11,37,39,16,53,8,69,183,"Newton County, Arkansas",5583,118,14,42,14,30,30,17,51,10,34,83
"G0501030","2015-2019","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,,"Ouachita County, Arkansas",35425,2982,245,279,295,265,383,143,127,236,557,452,"Ouachita County, Arkansas",3518,313,134,136,95,124,127,77,101,106,202,154
"G0501050","2015-2019","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,,"Perry County, Arkansas",48667,864,29,89,99,183,60,74,15,17,122,176,"Perry County, Arkansas",5666,169,25,53,57,85,48,52,15,13,79,76
"G0501070","2015-2019","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,,"Phillips County, Arkansas",29320,3878,123,260,199,387,566,177,143,296,896,831,"Phillips County, Arkansas",3264,369,68,109,109,139,225,85,85,133,162,243
"G0501090","2015-2019","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,,"Pike County, Arkansas",40401,908,32,47,112,89,91,81,14,53,123,266,"Pike County, Arkansas",3771,149,25,47,60,54,47,47,9,33,50,97
"G0501110","2015-2019","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,,"Poinsett County, Arkansas",40921,3532,223,366,405,271,269,285,169,256,648,640,"Poinsett County, Arkansas",2259,252,100,109,102,102,82,94,78,85,187,169
"G0501130","2015-2019","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,,"Polk County, Arkansas",37974,1922,64,94,197,250,107,83,77,128,522,400,"Polk County, Arkansas",2051,270,47,40,121,112,73,53,47,67,168,112
"G0501150","2015-2019","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,,"Pope County, Arkansas",43462,7016,409,703,788,670,646,787,527,390,1508,588,"Pope County, Arkansas",2913,591,167,181,227,223,200,214,230,134,354,179
