GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AF49E001,AF9FE001,AF9FE002,AF9FE003,AF9FE004,AF9FE005,AF9FE006,AF9FE007,AF9FE008,AF9FE009,AF9FE010,AF9FE011,NAME_M,AF49M001,AF9FM001,AF9FM002,AF9FM003,AF9FM004,AF9FM005,AF9FM006,AF9FM007,AF9FM008,AF9FM009,AF9FM010,AF9FM011
"G3101130","2012-2016","NE",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31113",,,"Logan County, Nebraska",51346,115,17,10,7,6,0,3,3,7,7,55,"Logan County, Nebraska",8820,27,10,8,5,4,9,4,4,8,8,19
"G3101150","2012-2016","NE",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31115",,,"Loup County, Nebraska",56750,47,2,10,6,0,0,1,0,2,1,25,"Loup County, Nebraska",4806,22,3,8,8,9,9,2,9,3,2,16
"G3101170","2012-2016","NE",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31117",,,"McPherson County, Nebraska",53750,64,3,22,14,4,0,0,0,2,0,19,"McPherson County, Nebraska",14322,21,4,17,10,4,9,9,9,3,9,12
"G3101190","2012-2016","NE",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31119",,,"Madison County, Nebraska",48673,4887,243,447,775,812,594,342,201,412,729,332,"Madison County, Nebraska",2285,270,88,131,145,175,184,109,86,119,163,87
"G3101210","2012-2016","NE",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31121",,,"Merrick County, Nebraska",50464,873,65,123,115,120,45,70,41,86,109,99,"Merrick County, Nebraska",3245,114,38,58,49,75,26,56,40,35,62,32
"G3101230","2012-2016","NE",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31123",,,"Morrill County, Nebraska",43942,653,22,49,78,64,60,81,28,44,37,190,"Morrill County, Nebraska",2874,95,18,32,42,38,29,52,30,27,27,54
"G3101250","2012-2016","NE",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31125",,,"Nance County, Nebraska",42429,349,32,56,17,28,43,50,16,21,30,56,"Nance County, Nebraska",5235,54,13,32,12,24,28,31,20,17,20,27
"G3101270","2012-2016","NE",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31127",,,"Nemaha County, Nebraska",52736,845,61,122,126,129,50,55,31,56,117,98,"Nemaha County, Nebraska",4561,124,30,57,47,66,33,46,35,35,56,39
"G3101290","2012-2016","NE",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31129",,,"Nuckolls County, Nebraska",41576,542,61,39,72,19,38,45,20,24,77,147,"Nuckolls County, Nebraska",4089,77,38,22,32,14,22,31,14,21,32,51
"G3101310","2012-2016","NE",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31131",,,"Otoe County, Nebraska",52108,1703,83,177,213,245,204,104,117,42,278,240,"Otoe County, Nebraska",3378,172,38,71,73,89,64,46,73,23,88,66
"G3101330","2012-2016","NE",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31133",,,"Pawnee County, Nebraska",40139,286,2,24,88,18,21,10,16,27,57,23,"Pawnee County, Nebraska",4586,64,3,25,40,12,15,8,11,18,30,14
"G3101350","2012-2016","NE",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31135",,,"Perkins County, Nebraska",56797,294,26,31,24,48,35,10,3,17,61,39,"Perkins County, Nebraska",4733,63,20,20,20,27,24,12,4,20,31,20
"G3101370","2012-2016","NE",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31137",,,"Phelps County, Nebraska",51264,1146,59,146,210,78,123,55,120,43,128,184,"Phelps County, Nebraska",3491,134,45,47,75,41,76,34,57,27,70,67
"G3101390","2012-2016","NE",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31139",,,"Pierce County, Nebraska",53125,606,65,75,91,58,35,21,49,25,53,134,"Pierce County, Nebraska",2984,79,27,32,31,34,20,15,35,23,27,45
"G3101410","2012-2016","NE",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31141",,,"Platte County, Nebraska",58473,3598,313,648,658,383,397,212,70,110,576,231,"Platte County, Nebraska",2954,286,116,186,185,105,147,104,45,91,162,67
"G3101430","2012-2016","NE",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31143",,,"Polk County, Nebraska",57991,462,50,98,42,41,22,40,32,16,31,90,"Polk County, Nebraska",3577,75,23,37,18,20,13,24,25,12,19,32
"G3101450","2012-2016","NE",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31145",,,"Red Willow County, Nebraska",42457,1080,60,116,131,120,100,70,18,175,213,77,"Red Willow County, Nebraska",5310,182,43,66,64,71,77,44,19,81,82,38
"G3101470","2012-2016","NE",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31147",,,"Richardson County, Nebraska",45929,942,207,90,85,50,69,40,45,23,145,188,"Richardson County, Nebraska",5746,167,94,54,39,30,54,28,40,17,93,71
"G3101490","2012-2016","NE",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31149",,,"Rock County, Nebraska",48750,197,33,48,11,19,26,2,6,0,9,43,"Rock County, Nebraska",7508,53,20,31,12,16,22,4,5,9,9,24
"G3101510","2012-2016","NE",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31151",,,"Saline County, Nebraska",49332,1804,82,204,407,142,105,67,127,142,290,238,"Saline County, Nebraska",4146,223,35,96,163,70,50,37,134,80,135,136
"G3101530","2012-2016","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31153",,,"Sarpy County, Nebraska",72269,18946,527,1910,3056,3453,2274,1702,1032,1559,2911,522,"Sarpy County, Nebraska",1353,592,145,257,339,303,315,258,181,259,303,145
"G3101550","2012-2016","NE",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31155",,,"Saunders County, Nebraska",64475,1666,147,250,290,156,168,114,61,102,225,153,"Saunders County, Nebraska",2559,156,68,89,84,62,76,49,30,45,79,53
"G3101570","2012-2016","NE",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31157",,,"Scotts Bluff County, Nebraska",46632,4604,204,342,505,672,520,383,219,337,930,492,"Scotts Bluff County, Nebraska",2021,310,78,100,138,165,128,135,105,110,191,133
"G3101590","2012-2016","NE",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31159",,,"Seward County, Nebraska",61563,1769,57,247,269,283,196,137,31,56,378,115,"Seward County, Nebraska",2390,156,30,64,77,93,69,61,30,33,98,43
"G3101610","2012-2016","NE",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31161",,,"Sheridan County, Nebraska",42802,639,14,100,97,63,31,34,33,6,64,197,"Sheridan County, Nebraska",2969,103,11,35,45,28,19,22,28,7,34,67
"G3101630","2012-2016","NE",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31163",,,"Sherman County, Nebraska",46299,316,39,47,39,31,22,17,0,1,11,109,"Sherman County, Nebraska",2935,63,22,22,16,18,17,15,9,2,8,41
"G3101650","2012-2016","NE",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31165",,,"Sioux County, Nebraska",46667,155,16,9,27,26,8,0,2,4,11,52,"Sioux County, Nebraska",8513,36,12,10,16,18,8,9,3,4,9,19
"G3101670","2012-2016","NE",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31167",,,"Stanton County, Nebraska",58553,364,29,75,53,17,28,6,15,16,68,57,"Stanton County, Nebraska",5238,84,20,33,30,13,24,6,14,12,44,26
"G3101690","2012-2016","NE",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31169",,,"Thayer County, Nebraska",45590,543,31,53,144,91,24,6,21,7,53,113,"Thayer County, Nebraska",1580,73,14,21,47,39,16,7,15,7,30,47
"G3101710","2012-2016","NE",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31171",,,"Thomas County, Nebraska",54286,87,20,4,4,14,0,6,4,0,7,28,"Thomas County, Nebraska",6429,27,12,4,5,11,9,8,6,9,9,22
"G3101730","2012-2016","NE",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31173",,,"Thurston County, Nebraska",42979,825,96,116,87,70,78,68,39,64,122,85,"Thurston County, Nebraska",1951,48,27,21,21,18,17,24,13,21,22,22
"G3101750","2012-2016","NE",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31175",,,"Valley County, Nebraska",44657,563,24,39,42,97,71,81,16,10,101,82,"Valley County, Nebraska",6486,81,15,23,28,55,35,40,16,9,58,35
"G3101770","2012-2016","NE",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31177",,,"Washington County, Nebraska",65565,1743,117,202,268,198,147,232,34,62,267,216,"Washington County, Nebraska",3376,240,77,102,100,76,64,132,39,38,106,102
"G3101790","2012-2016","NE",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31179",,,"Wayne County, Nebraska",55141,1326,146,99,209,161,108,77,68,37,321,100,"Wayne County, Nebraska",5580,196,84,70,94,97,79,66,57,51,137,59
"G3101810","2012-2016","NE",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31181",,,"Webster County, Nebraska",40313,335,18,58,66,29,26,8,11,11,32,76,"Webster County, Nebraska",4137,52,12,31,27,12,14,10,14,8,14,34
"G3101830","2012-2016","NE",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31183",,,"Wheeler County, Nebraska",47452,93,11,13,4,8,0,0,2,0,3,52,"Wheeler County, Nebraska",4840,25,8,9,7,11,9,9,3,9,5,16
"G3101850","2012-2016","NE",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31185",,,"York County, Nebraska",55156,1673,84,209,162,185,247,60,82,191,237,216,"York County, Nebraska",3709,224,44,76,76,70,124,47,62,78,91,113
"G3200010","2012-2016","NV",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32001",,,"Churchill County, Nevada",45368,3732,156,383,390,426,411,209,313,236,738,470,"Churchill County, Nevada",2790,325,79,127,129,119,137,97,128,98,168,122
"G3200030","2012-2016","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32003",,,"Clark County, Nevada",52629,351146,9413,26879,42962,45952,39448,29837,23689,34325,81108,17533,"Clark County, Nevada",488,3473,690,1148,1441,1703,1170,1037,1130,1232,1946,912
"G3200050","2012-2016","NV",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32005",,,"Douglas County, Nevada",59769,6144,231,483,890,568,777,488,306,509,1474,418,"Douglas County, Nevada",2463,430,131,129,199,151,173,164,109,172,268,118
"G3200070","2012-2016","NV",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32007",,,"Elko County, Nevada",74672,5234,506,682,1025,715,490,327,321,223,504,441,"Elko County, Nevada",2671,421,143,195,207,171,127,111,125,121,147,140
"G3200090","2012-2016","NV",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32009",,,"Esmeralda County, Nevada",43125,200,29,32,15,15,0,33,0,11,3,62,"Esmeralda County, Nevada",6550,51,22,25,17,16,12,27,12,16,4,29
"G3200110","2012-2016","NV",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32011",,,"Eureka County, Nevada",70000,231,18,56,1,29,20,11,0,0,18,78,"Eureka County, Nevada",27814,97,27,51,5,34,32,19,12,12,28,63
"G3200130","2012-2016","NV",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32013",,,"Humboldt County, Nevada",67295,1525,184,190,149,228,83,61,51,84,253,242,"Humboldt County, Nevada",7365,245,91,87,82,97,54,52,37,66,122,93
"G3200150","2012-2016","NV",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32015",,,"Lander County, Nevada",78077,411,42,51,40,58,27,69,0,23,43,58,"Lander County, Nevada",9606,137,53,61,40,63,31,73,17,37,41,64
"G3200170","2012-2016","NV",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32017",,,"Lincoln County, Nevada",49406,582,46,62,146,48,28,0,0,28,85,139,"Lincoln County, Nevada",8365,141,48,56,82,42,43,17,17,27,57,80
"G3200190","2012-2016","NV",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32019",,,"Lyon County, Nevada",49007,6140,309,623,770,696,809,313,372,328,1415,505,"Lyon County, Nevada",2453,444,142,193,197,195,219,124,152,127,301,163
"G3200210","2012-2016","NV",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32021",,,"Mineral County, Nevada",37750,712,92,48,89,113,46,61,35,16,46,166,"Mineral County, Nevada",6071,114,52,36,57,79,39,37,36,23,36,80
"G3200230","2012-2016","NV",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32023",,,"Nye County, Nevada",42266,5406,299,422,667,499,598,436,381,530,999,575,"Nye County, Nevada",2548,519,113,177,229,171,182,196,216,220,239,162
"G3200270","2012-2016","NV",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32027",,,"Pershing County, Nevada",45192,661,41,118,72,48,39,27,82,22,94,118,"Pershing County, Nevada",5032,136,37,70,66,47,34,27,71,21,63,69
"G3200290","2012-2016","NV",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32029",,,"Storey County, Nevada",65508,272,25,43,0,100,30,0,6,0,27,41,"Storey County, Nevada",6803,111,30,41,12,79,45,12,10,12,36,30
"G3200310","2012-2016","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32031",,,"Washoe County, Nevada",54955,72960,2109,5978,9819,9379,8092,6356,4883,6534,16618,3192,"Washoe County, Nevada",940,1415,364,592,706,678,632,552,470,680,841,393
"G3200330","2012-2016","NV",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32033",,,"White Pine County, Nevada",58156,849,46,148,44,194,52,39,31,43,84,168,"White Pine County, Nevada",6406,161,31,76,34,83,46,38,30,45,58,81
"G3205100","2012-2016","NV",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32510",,,"Carson City, Nevada",47948,9709,254,1009,1612,1110,1235,844,643,730,1910,362,"Carson City, Nevada",2492,517,128,272,301,256,211,208,231,190,324,113
"G3300010","2012-2016","NH",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33001",,,"Belknap County, New Hampshire",61245,5963,214,426,739,645,853,367,283,477,1443,516,"Belknap County, New Hampshire",2189,392,115,187,215,201,237,137,128,129,224,148
"G3300030","2012-2016","NH",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33003",,,"Carroll County, New Hampshire",56289,4260,134,392,454,500,421,438,247,216,960,498,"Carroll County, New Hampshire",2030,443,78,156,165,150,142,156,129,113,238,146
"G3300050","2012-2016","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33005",,,"Cheshire County, New Hampshire",58359,9085,210,472,1095,1116,1289,874,618,660,2203,548,"Cheshire County, New Hampshire",1906,522,94,152,217,205,264,191,162,199,306,138
"G3300070","2012-2016","NH",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33007",,,"Coos County, New Hampshire",45154,4013,163,298,379,622,531,231,247,318,849,375,"Coos County, New Hampshire",1800,275,78,104,99,155,96,79,76,109,159,86
"G3300090","2012-2016","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33009",,,"Grafton County, New Hampshire",58107,10996,432,1015,1431,1354,1317,982,677,767,2253,768,"Grafton County, New Hampshire",1936,612,135,232,278,283,225,230,187,190,339,168
"G3300110","2012-2016","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33011",,,"Hillsborough County, New Hampshire",73189,52998,1242,4197,7325,7159,6691,5133,3044,4235,11724,2248,"Hillsborough County, New Hampshire",1198,1222,257,454,522,630,542,474,408,504,774,321
"G3300130","2012-2016","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33013",,,"Merrimack County, New Hampshire",67181,16545,559,996,2132,2332,1934,1529,615,1648,3751,1049,"Merrimack County, New Hampshire",1366,608,144,215,323,322,275,252,165,274,413,203
"G3300150","2012-2016","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33015",,,"Rockingham County, New Hampshire",82398,27823,727,2360,3651,4133,3635,2520,1500,2580,5310,1407,"Rockingham County, New Hampshire",1288,958,174,339,350,476,419,369,281,401,457,263
"G3300170","2012-2016","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33017",,,"Strafford County, New Hampshire",63533,16677,346,1001,2263,2252,2436,1221,1054,1601,3953,550,"Strafford County, New Hampshire",2207,733,157,233,421,348,379,246,249,318,502,187
"G3300190","2012-2016","NH",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33019",,,"Sullivan County, New Hampshire",58454,4460,196,385,484,608,551,558,348,163,825,342,"Sullivan County, New Hampshire",3551,423,108,157,145,154,152,165,150,68,206,133
"G3400010","2012-2016","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34001",,,"Atlantic County, New Jersey",55456,33290,900,1577,2910,3670,3079,3371,2026,4083,9969,1705,"Atlantic County, New Jersey",1308,912,191,309,372,375,410,407,326,462,634,261
"G3400030","2012-2016","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34003",,,"Bergen County, New Jersey",88487,119028,4430,9771,14492,14355,12527,9513,7497,9847,29039,7557,"Bergen County, New Jersey",1243,1774,539,666,895,871,789,730,695,782,949,559
"G3400050","2012-2016","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34005",,,"Burlington County, New Jersey",80034,38957,961,2632,4672,5541,3948,3565,2596,3669,9125,2248,"Burlington County, New Jersey",1109,1028,188,338,425,509,404,407,303,467,654,299
"G3400070","2012-2016","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34007",,,"Camden County, New Jersey",63028,60995,2266,4009,6145,6443,6604,5982,3419,5131,17591,3405,"Camden County, New Jersey",1103,1255,347,513,505,598,560,544,490,466,830,401
"G3400090","2012-2016","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34009",,,"Cape May County, New Jersey",59338,9468,265,444,696,1086,838,781,481,1072,2688,1117,"Cape May County, New Jersey",1661,590,122,144,135,224,199,195,136,228,329,195
"G3400110","2012-2016","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34011",,,"Cumberland County, New Jersey",49537,18086,433,782,1599,1803,1960,1527,1348,1994,5790,850,"Cumberland County, New Jersey",1599,770,150,190,306,320,270,269,266,329,612,210
"G3400130","2012-2016","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34013",,,"Essex County, New Jersey",54860,156180,5093,10866,15789,16821,16672,14640,9856,13876,45476,7091,"Essex County, New Jersey",1033,1746,456,732,859,807,888,740,689,789,1289,475
"G3400150","2012-2016","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34015",,,"Gloucester County, New Jersey",78592,21617,518,1571,2250,2582,2143,1567,1467,1763,6508,1248,"Gloucester County, New Jersey",1808,875,166,291,334,372,350,275,278,247,587,220
"G3400170","2012-2016","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34017",,,"Hudson County, New Jersey",60894,174234,7903,16477,22415,21905,18250,15032,10206,13011,41740,7295,"Hudson County, New Jersey",710,1624,517,791,1085,1062,978,920,646,718,1282,616
"G3400190","2012-2016","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34019",,,"Hunterdon County, New Jersey",108177,7813,304,611,822,1044,740,579,450,701,1898,664,"Hunterdon County, New Jersey",2681,482,157,166,186,224,161,175,122,190,315,194
"G3400210","2012-2016","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34021",,,"Mercer County, New Jersey",73966,46728,1398,3812,4364,5275,5608,4002,2943,4810,11698,2818,"Mercer County, New Jersey",1714,1347,255,478,475,505,622,492,424,544,832,411
"G3400230","2012-2016","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34023",,,"Middlesex County, New Jersey",80716,102485,3358,8043,13842,13496,11504,7864,6137,9032,24133,5076,"Middlesex County, New Jersey",786,1615,407,617,967,579,849,710,542,722,981,506
"G3400250","2012-2016","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34025",,,"Monmouth County, New Jersey",87297,61195,1920,3953,5595,6867,6208,5222,4197,5951,17628,3654,"Monmouth County, New Jersey",1401,1505,309,416,471,605,486,520,468,592,913,474
"G3400270","2012-2016","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34027",,,"Morris County, New Jersey",102798,44365,2060,4412,6196,6112,5109,3595,2488,3448,8840,2105,"Morris County, New Jersey",1246,957,326,527,530,595,509,438,420,391,663,334
"G3400290","2012-2016","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34029",,,"Ocean County, New Jersey",63108,44233,1095,2053,3827,4153,4517,3654,2932,4604,14282,3116,"Ocean County, New Jersey",997,1504,262,353,475,465,558,426,459,528,1003,412
"G3400310","2012-2016","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34031",,,"Passaic County, New Jersey",61664,75625,2147,4039,6556,7538,7073,6243,4626,6799,24693,5911,"Passaic County, New Jersey",1051,1241,358,443,574,616,616,523,450,521,1174,502
"G3400330","2012-2016","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34033",,,"Salem County, New Jersey",61341,6996,155,458,693,641,766,656,407,766,1953,501,"Salem County, New Jersey",2464,314,58,119,155,146,171,166,98,155,226,112
"G3400350","2012-2016","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34035",,,"Somerset County, New Jersey",102405,28199,1149,2500,3834,3607,3459,2038,1839,2144,6213,1416,"Somerset County, New Jersey",1611,1006,263,381,493,420,466,319,325,308,541,276
"G3400370","2012-2016","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34037",,,"Sussex County, New Jersey",87388,9174,315,479,1067,991,935,761,579,854,2517,676,"Sussex County, New Jersey",2095,461,121,120,247,183,191,190,134,186,305,141
"G3400390","2012-2016","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34039",,,"Union County, New Jersey",70476,76959,2189,5575,8372,8357,8198,6924,5833,6803,21264,3444,"Union County, New Jersey",1197,1361,301,482,668,610,742,604,641,593,1027,413
"G3400410","2012-2016","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34041",,,"Warren County, New Jersey",72999,11593,289,1015,1485,1199,1351,1488,805,824,2191,946,"Warren County, New Jersey",1850,667,102,243,292,207,251,343,199,174,371,207
"G3500010","2012-2016","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35001",,,"Bernalillo County, New Mexico",48994,98741,3235,7254,11475,10859,10773,7691,6359,8889,25680,6526,"Bernalillo County, New Mexico",866,1873,420,564,806,698,1026,678,592,608,1289,651
"G3500030","2012-2016","NM",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35003",,,"Catron County, New Mexico",38142,109,5,6,0,0,14,2,0,12,19,51,"Catron County, New Mexico",4058,62,9,9,11,11,24,3,11,21,20,46
"G3500050","2012-2016","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35005",,,"Chaves County, New Mexico",41356,7764,256,924,803,758,815,621,301,457,1602,1227,"Chaves County, New Mexico",1832,551,109,242,207,211,192,182,145,138,296,236
"G3500060","2012-2016","NM",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35006",,,"Cibola County, New Mexico",36160,2451,158,332,193,192,216,229,157,214,392,368,"Cibola County, New Mexico",2183,256,79,128,68,101,90,112,86,80,110,141
