GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,QU1E001,QZZE001,QZZE002,QZZE003,QZZE004,QZZE005,QZZE006,QZZE007,QZZE008,QZZE009,QZZE010,QZZE011,NAME_M,QU1M001,QZZM001,QZZM002,QZZM003,QZZM004,QZZM005,QZZM006,QZZM007,QZZM008,QZZM009,QZZM010,QZZM011
"G2701390","2008-2012","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27139",,,"Scott County, Minnesota",84571,6606,194,570,913,777,980,459,561,526,1309,317,"Scott County, Minnesota",1900,399,87,189,203,197,221,133,174,166,227,118
"G2701410","2008-2012","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27141",,,"Sherburne County, Minnesota",72041,5393,202,357,702,553,649,554,351,466,1432,127,"Sherburne County, Minnesota",2051,538,137,125,220,208,154,272,145,156,289,80
"G2701430","2008-2012","MN",,,"Minnesota","27","Sibley County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27143",,,"Sibley County, Minnesota",52996,1239,81,152,144,138,116,109,53,83,143,220,"Sibley County, Minnesota",2027,133,42,75,53,52,31,47,26,49,45,55
"G2701450","2008-2012","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27145",,,"Stearns County, Minnesota",53861,15554,638,1238,2059,1657,1734,1401,890,1181,3799,957,"Stearns County, Minnesota",1046,577,182,307,344,285,288,297,179,224,412,168
"G2701470","2008-2012","MN",,,"Minnesota","27","Steele County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27147",,,"Steele County, Minnesota",58403,3226,98,316,338,370,429,288,251,365,562,209,"Steele County, Minnesota",1663,241,57,92,103,151,162,103,90,135,146,68
"G2701490","2008-2012","MN",,,"Minnesota","27","Stevens County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27149",,,"Stevens County, Minnesota",52819,1015,120,59,96,99,79,96,56,36,280,94,"Stevens County, Minnesota",4618,144,49,36,59,46,37,62,37,24,97,36
"G2701510","2008-2012","MN",,,"Minnesota","27","Swift County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27151",,,"Swift County, Minnesota",45984,1115,54,163,171,143,156,53,8,68,143,156,"Swift County, Minnesota",1907,135,24,80,67,73,67,35,9,39,44,44
"G2701530","2008-2012","MN",,,"Minnesota","27","Todd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27153",,,"Todd County, Minnesota",45287,1754,77,172,196,182,160,159,75,66,345,322,"Todd County, Minnesota",1425,181,36,63,63,81,71,67,44,36,101,69
"G2701550","2008-2012","MN",,,"Minnesota","27","Traverse County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27155",,,"Traverse County, Minnesota",44025,296,18,22,36,31,12,44,15,7,39,72,"Traverse County, Minnesota",2750,49,11,15,25,18,12,21,13,7,22,26
"G2701570","2008-2012","MN",,,"Minnesota","27","Wabasha County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27157",,,"Wabasha County, Minnesota",53537,1499,69,91,64,139,192,149,182,122,268,223,"Wabasha County, Minnesota",1355,170,35,45,32,55,64,59,90,53,83,68
"G2701590","2008-2012","MN",,,"Minnesota","27","Wadena County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27159",,,"Wadena County, Minnesota",35767,1461,51,163,139,73,137,119,123,227,260,169,"Wadena County, Minnesota",1921,168,32,67,60,37,61,55,66,102,82,53
"G2701610","2008-2012","MN",,,"Minnesota","27","Waseca County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27161",,,"Waseca County, Minnesota",53433,1495,104,149,132,299,186,144,142,69,163,107,"Waseca County, Minnesota",2189,175,77,70,46,106,78,59,110,43,71,42
"G2701630","2008-2012","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27163",,,"Washington County, Minnesota",80747,15998,377,1166,2065,2310,1818,1094,1033,1385,3836,914,"Washington County, Minnesota",1280,698,105,250,339,362,283,217,242,243,380,200
"G2701650","2008-2012","MN",,,"Minnesota","27","Watonwan County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27165",,,"Watonwan County, Minnesota",49210,1067,138,105,82,160,137,46,42,57,166,134,"Watonwan County, Minnesota",3184,139,63,42,50,78,68,46,30,35,64,48
"G2701670","2008-2012","MN",,,"Minnesota","27","Wilkin County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27167",,,"Wilkin County, Minnesota",52970,466,9,50,96,70,68,20,17,34,70,32,"Wilkin County, Minnesota",2875,95,13,34,53,43,43,22,19,30,40,14
"G2701690","2008-2012","MN",,,"Minnesota","27","Winona County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27169",,,"Winona County, Minnesota",46900,5474,268,341,578,600,564,443,286,288,1722,384,"Winona County, Minnesota",2121,360,102,91,136,143,148,144,83,127,282,115
"G2701710","2008-2012","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27171",,,"Wright County, Minnesota",70930,7015,235,440,952,887,769,683,600,509,1402,538,"Wright County, Minnesota",1655,434,109,130,166,213,174,172,221,161,260,131
"G2701730","2008-2012","MN",,,"Minnesota","27","Yellow Medicine County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27173",,,"Yellow Medicine County, Minnesota",52134,837,61,72,93,75,107,32,28,90,154,125,"Yellow Medicine County, Minnesota",2108,102,26,34,32,26,39,18,19,36,70,30
"G2800010","2008-2012","MS",,,"Mississippi","28","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28001",,,"Adams County, Mississippi",27486,3902,157,183,333,329,311,250,185,373,794,987,"Adams County, Mississippi",1752,315,81,99,123,108,117,117,76,128,175,197
"G2800030","2008-2012","MS",,,"Mississippi","28","Alcorn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28003",,,"Alcorn County, Mississippi",32846,4247,212,390,449,251,580,270,364,342,680,709,"Alcorn County, Mississippi",2528,410,113,171,161,108,169,101,130,150,193,209
"G2800050","2008-2012","MS",,,"Mississippi","28","Amite County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28005",,,"Amite County, Mississippi",30471,860,20,38,16,8,55,56,26,7,233,401,"Amite County, Mississippi",3119,177,25,35,20,11,57,44,35,11,112,125
"G2800070","2008-2012","MS",,,"Mississippi","28","Attala County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28007",,,"Attala County, Mississippi",31102,1842,67,158,227,126,132,95,161,96,358,422,"Attala County, Mississippi",2304,249,80,94,107,77,60,57,106,79,109,139
"G2800090","2008-2012","MS",,,"Mississippi","28","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28009",,,"Benton County, Mississippi",26899,602,13,3,70,14,46,50,2,3,222,179,"Benton County, Mississippi",5594,165,19,7,62,17,36,44,5,6,89,134
"G2800110","2008-2012","MS",,,"Mississippi","28","Bolivar County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28011",,,"Bolivar County, Mississippi",27768,5672,226,300,655,454,643,387,304,463,1172,1068,"Bolivar County, Mississippi",1708,374,114,114,183,131,168,106,111,144,214,191
"G2800130","2008-2012","MS",,,"Mississippi","28","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28013",,,"Calhoun County, Mississippi",30768,1794,91,204,132,233,115,147,67,129,311,365,"Calhoun County, Mississippi",2522,171,45,73,57,81,46,60,35,49,108,80
"G2800150","2008-2012","MS",,,"Mississippi","28","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28015",,,"Carroll County, Mississippi",30568,626,7,27,21,54,26,13,0,18,107,353,"Carroll County, Mississippi",2472,174,10,32,26,43,22,18,19,30,69,141
"G2800170","2008-2012","MS",,,"Mississippi","28","Chickasaw County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28017",,,"Chickasaw County, Mississippi",31028,1880,71,146,87,151,87,156,113,151,340,578,"Chickasaw County, Mississippi",2562,241,52,80,49,88,47,79,75,85,117,177
"G2800190","2008-2012","MS",,,"Mississippi","28","Choctaw County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28019",,,"Choctaw County, Mississippi",30180,867,27,101,89,108,47,43,28,29,126,269,"Choctaw County, Mississippi",2455,145,26,60,61,67,25,33,26,25,57,86
"G2800210","2008-2012","MS",,,"Mississippi","28","Claiborne County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28021",,,"Claiborne County, Mississippi",24078,734,10,29,15,101,102,37,40,32,160,208,"Claiborne County, Mississippi",3578,150,13,38,22,63,58,45,32,31,58,84
"G2800230","2008-2012","MS",,,"Mississippi","28","Clarke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28023",,,"Clarke County, Mississippi",31831,1146,119,53,66,120,39,49,71,79,282,268,"Clarke County, Mississippi",2959,172,73,50,39,57,26,42,49,53,98,94
"G2800250","2008-2012","MS",,,"Mississippi","28","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28025",,,"Clay County, Mississippi",31228,2306,131,130,182,256,216,147,118,206,529,391,"Clay County, Mississippi",3640,293,87,73,103,134,107,86,68,105,134,129
"G2800270","2008-2012","MS",,,"Mississippi","28","Coahoma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28027",,,"Coahoma County, Mississippi",25574,4265,156,243,440,494,269,363,264,384,932,720,"Coahoma County, Mississippi",1973,366,92,83,147,130,146,116,111,146,205,180
"G2800290","2008-2012","MS",,,"Mississippi","28","Copiah County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28029",,,"Copiah County, Mississippi",36645,2492,147,117,328,123,147,48,124,120,445,893,"Copiah County, Mississippi",2732,353,84,66,144,73,87,35,67,62,158,192
"G2800310","2008-2012","MS",,,"Mississippi","28","Covington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28031",,,"Covington County, Mississippi",32345,1077,0,49,76,123,90,130,25,110,95,379,"Covington County, Mississippi",3878,227,19,53,72,95,49,67,27,72,58,128
"G2800330","2008-2012","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28033",,,"DeSoto County, Mississippi",58851,13585,262,990,1587,2302,1424,1010,947,1307,2726,1030,"DeSoto County, Mississippi",1245,695,123,231,324,420,289,267,240,286,421,245
"G2800350","2008-2012","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28035",,,"Forrest County, Mississippi",35459,11969,358,992,1009,1311,499,1198,640,852,3776,1334,"Forrest County, Mississippi",2594,611,166,225,203,270,136,283,194,203,398,277
"G2800370","2008-2012","MS",,,"Mississippi","28","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28037",,,"Franklin County, Mississippi",31819,571,55,36,18,12,32,44,9,41,140,184,"Franklin County, Mississippi",2781,145,53,50,23,21,37,34,14,34,74,86
"G2800390","2008-2012","MS",,,"Mississippi","28","George County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28039",,,"George County, Mississippi",46263,1376,56,43,86,48,140,73,20,161,155,594,"George County, Mississippi",2293,258,64,46,76,47,113,48,22,94,82,166
"G2800410","2008-2012","MS",,,"Mississippi","28","Greene County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28041",,,"Greene County, Mississippi",38836,732,45,50,31,7,154,10,43,151,31,210,"Greene County, Mississippi",8604,226,49,66,29,15,120,13,56,119,39,114
"G2800430","2008-2012","MS",,,"Mississippi","28","Grenada County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28043",,,"Grenada County, Mississippi",35912,2462,167,152,160,168,210,175,134,307,602,387,"Grenada County, Mississippi",4119,351,111,103,88,95,116,96,100,175,167,125
"G2800450","2008-2012","MS",,,"Mississippi","28","Hancock County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28045",,,"Hancock County, Mississippi",43727,4100,220,165,410,398,312,364,148,612,875,596,"Hancock County, Mississippi",3886,579,142,109,181,178,166,174,118,276,250,186
"G2800470","2008-2012","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28047",,,"Harrison County, Mississippi",43593,26198,635,1575,2628,2799,2772,2214,1808,3010,6274,2483,"Harrison County, Mississippi",1281,939,165,299,452,449,389,388,321,473,570,333
"G2800490","2008-2012","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28049",,,"Hinds County, Mississippi",38152,35557,844,1617,3218,3246,3131,2529,2083,3465,10366,5058,"Hinds County, Mississippi",1069,1050,199,279,394,387,416,339,313,520,627,523
"G2800510","2008-2012","MS",,,"Mississippi","28","Holmes County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28051",,,"Holmes County, Mississippi",22335,1881,42,124,191,120,200,85,67,150,298,604,"Holmes County, Mississippi",1298,178,30,63,79,53,70,43,40,76,89,132
"G2800530","2008-2012","MS",,,"Mississippi","28","Humphreys County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28053",,,"Humphreys County, Mississippi",24783,1359,6,102,55,73,126,89,38,140,313,417,"Humphreys County, Mississippi",2147,164,9,54,32,48,86,53,22,78,100,131
"G2800550","2008-2012","MS",,,"Mississippi","28","Issaquena County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28055",,,"Issaquena County, Mississippi",24474,126,0,0,7,2,11,21,0,0,31,54,"Issaquena County, Mississippi",2993,37,12,12,11,3,12,16,12,12,19,25
"G2800570","2008-2012","MS",,,"Mississippi","28","Itawamba County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28057",,,"Itawamba County, Mississippi",36235,1874,114,64,207,203,109,141,102,122,338,474,"Itawamba County, Mississippi",2949,287,89,46,110,128,61,90,55,62,138,158
"G2800590","2008-2012","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28059",,,"Jackson County, Mississippi",49750,14300,396,935,1164,1859,1218,1376,958,1091,3349,1954,"Jackson County, Mississippi",1773,865,124,241,247,329,290,298,236,297,494,360
"G2800610","2008-2012","MS",,,"Mississippi","28","Jasper County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28061",,,"Jasper County, Mississippi",30998,1365,16,156,74,78,136,38,20,64,165,618,"Jasper County, Mississippi",2053,247,23,85,45,68,76,25,20,48,83,219
"G2800630","2008-2012","MS",,,"Mississippi","28","Jefferson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28063",,,"Jefferson County, Mississippi",20281,784,16,0,40,51,68,28,22,45,173,341,"Jefferson County, Mississippi",5284,189,19,17,27,41,58,21,24,33,99,143
"G2800650","2008-2012","MS",,,"Mississippi","28","Jefferson Davis County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28065",,,"Jefferson Davis County, Mississippi",27201,901,26,66,6,49,27,45,94,115,150,323,"Jefferson Davis County, Mississippi",3179,212,38,62,8,39,19,58,95,88,69,138
"G2800670","2008-2012","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28067",,,"Jones County, Mississippi",38233,6571,377,462,644,589,656,423,363,498,1286,1273,"Jones County, Mississippi",1348,526,166,158,170,180,187,157,145,150,274,331
"G2800690","2008-2012","MS",,,"Mississippi","28","Kemper County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28069",,,"Kemper County, Mississippi",27471,837,35,44,120,49,60,97,49,65,129,189,"Kemper County, Mississippi",3181,153,31,42,73,39,48,68,45,71,62,78
"G2800710","2008-2012","MS",,,"Mississippi","28","Lafayette County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28071",,,"Lafayette County, Mississippi",42688,5759,57,202,669,310,701,394,289,529,1857,751,"Lafayette County, Mississippi",2602,539,48,125,228,132,180,129,135,177,323,212
"G2800730","2008-2012","MS",,,"Mississippi","28","Lamar County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28073",,,"Lamar County, Mississippi",50743,7085,149,533,992,617,470,726,250,456,2028,864,"Lamar County, Mississippi",3510,523,96,179,330,213,173,285,130,177,419,208
"G2800750","2008-2012","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28075",,,"Lauderdale County, Mississippi",36814,9807,453,717,1088,1090,1097,616,573,736,2344,1093,"Lauderdale County, Mississippi",1661,615,140,212,255,235,236,161,175,242,337,261
"G2800770","2008-2012","MS",,,"Mississippi","28","Lawrence County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28077",,,"Lawrence County, Mississippi",38364,959,55,71,80,89,46,83,45,9,74,407,"Lawrence County, Mississippi",3138,176,43,43,61,64,35,57,29,10,33,108
"G2800790","2008-2012","MS",,,"Mississippi","28","Leake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28079",,,"Leake County, Mississippi",30862,1928,20,41,266,186,250,74,52,163,262,614,"Leake County, Mississippi",3310,291,24,49,104,121,118,46,36,96,108,172
"G2800810","2008-2012","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28081",,,"Lee County, Mississippi",41242,9790,305,896,895,1064,1131,1121,724,612,2001,1041,"Lee County, Mississippi",1804,533,130,262,223,225,273,309,235,192,375,230
"G2800830","2008-2012","MS",,,"Mississippi","28","Leflore County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28083",,,"Leflore County, Mississippi",23659,5401,103,332,404,487,516,340,275,414,1420,1110,"Leflore County, Mississippi",2287,497,62,141,170,144,156,131,101,116,252,245
"G2800850","2008-2012","MS",,,"Mississippi","28","Lincoln County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28085",,,"Lincoln County, Mississippi",37176,3064,238,170,293,113,271,266,155,136,381,1041,"Lincoln County, Mississippi",2833,401,126,106,123,73,120,132,91,99,125,234
"G2800870","2008-2012","MS",,,"Mississippi","28","Lowndes County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28087",,,"Lowndes County, Mississippi",37508,8667,351,608,1028,837,683,866,592,726,2201,775,"Lowndes County, Mississippi",2502,541,155,192,242,240,186,220,179,226,328,216
"G2800890","2008-2012","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28089",,,"Madison County, Mississippi",60195,10698,217,1255,1203,1123,1172,577,534,898,2303,1416,"Madison County, Mississippi",3377,581,85,306,288,235,257,182,195,218,308,312
"G2800910","2008-2012","MS",,,"Mississippi","28","Marion County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28091",,,"Marion County, Mississippi",31865,2147,102,110,155,110,177,138,81,118,452,704,"Marion County, Mississippi",2206,262,84,79,100,72,97,63,63,77,158,145
"G2800930","2008-2012","MS",,,"Mississippi","28","Marshall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28093",,,"Marshall County, Mississippi",34459,2722,39,292,182,191,224,188,45,210,749,602,"Marshall County, Mississippi",1973,352,31,148,109,102,108,115,53,122,206,225
"G2800950","2008-2012","MS",,,"Mississippi","28","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28095",,,"Monroe County, Mississippi",35370,3239,149,322,317,393,249,191,159,352,414,693,"Monroe County, Mississippi",2243,370,87,135,150,148,97,94,96,187,121,205
"G2800970","2008-2012","MS",,,"Mississippi","28","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28097",,,"Montgomery County, Mississippi",30440,1128,7,65,24,63,105,98,15,110,257,384,"Montgomery County, Mississippi",3673,208,9,56,25,39,73,67,17,65,106,131
"G2800990","2008-2012","MS",,,"Mississippi","28","Neshoba County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28099",,,"Neshoba County, Mississippi",37893,2691,173,244,190,346,182,121,123,130,465,717,"Neshoba County, Mississippi",2001,267,75,99,80,132,106,67,78,58,143,149
"G2801010","2008-2012","MS",,,"Mississippi","28","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28101",,,"Newton County, Mississippi",35907,1724,103,222,160,210,99,113,91,139,235,352,"Newton County, Mississippi",3046,249,62,103,80,92,53,71,59,71,88,141
"G2801030","2008-2012","MS",,,"Mississippi","28","Noxubee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28103",,,"Noxubee County, Mississippi",22652,1237,33,51,103,58,80,95,59,45,313,400,"Noxubee County, Mississippi",2795,186,25,38,70,38,52,66,40,38,83,119
"G2801050","2008-2012","MS",,,"Mississippi","28","Oktibbeha County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28105",,,"Oktibbeha County, Mississippi",29430,9227,140,795,657,668,527,667,364,666,3627,1116,"Oktibbeha County, Mississippi",2628,582,81,218,231,196,164,216,134,227,451,278
"G2801070","2008-2012","MS",,,"Mississippi","28","Panola County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28107",,,"Panola County, Mississippi",36147,2872,43,258,225,265,294,116,182,157,697,635,"Panola County, Mississippi",3101,344,34,128,94,116,169,70,125,100,193,163
"G2801090","2008-2012","MS",,,"Mississippi","28","Pearl River County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28109",,,"Pearl River County, Mississippi",41940,4540,85,448,561,280,253,322,220,373,969,1029,"Pearl River County, Mississippi",2811,496,61,177,221,129,92,137,110,161,242,290
"G2801110","2008-2012","MS",,,"Mississippi","28","Perry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28111",,,"Perry County, Mississippi",35942,635,26,56,37,50,141,12,7,3,147,156,"Perry County, Mississippi",3459,150,23,39,33,43,113,17,10,6,83,67
"G2801130","2008-2012","MS",,,"Mississippi","28","Pike County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28113",,,"Pike County, Mississippi",35212,4457,161,435,386,491,251,280,240,418,828,967,"Pike County, Mississippi",2070,424,113,161,160,196,103,113,119,158,173,204
"G2801150","2008-2012","MS",,,"Mississippi","28","Pontotoc County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28115",,,"Pontotoc County, Mississippi",40260,2098,93,176,320,231,119,84,170,76,314,515,"Pontotoc County, Mississippi",3051,288,63,94,119,96,69,69,100,53,130,198
"G2801170","2008-2012","MS",,,"Mississippi","28","Prentiss County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28117",,,"Prentiss County, Mississippi",33294,2275,90,121,349,133,162,181,110,292,464,373,"Prentiss County, Mississippi",2004,377,58,102,174,97,123,110,65,170,199,165
"G2801190","2008-2012","MS",,,"Mississippi","28","Quitman County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28119",,,"Quitman County, Mississippi",23115,1069,16,31,51,118,122,99,73,57,275,227,"Quitman County, Mississippi",2414,123,14,26,28,57,51,50,44,36,85,84
"G2801210","2008-2012","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28121",,,"Rankin County, Mississippi",57593,12875,366,696,1652,1650,1579,1141,1014,769,2660,1348,"Rankin County, Mississippi",1698,781,200,215,349,301,328,287,279,192,469,300
"G2801230","2008-2012","MS",,,"Mississippi","28","Scott County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28123",,,"Scott County, Mississippi",35074,1882,87,287,150,101,198,87,185,71,292,424,"Scott County, Mississippi",2749,265,49,125,83,69,90,72,97,52,107,143
