GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AH1PE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,NAME_M,AH1PM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011
"G3000850","2013-2017","MT",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30085",,,"Roosevelt County, Montana",39219,1351,218,236,171,150,116,64,32,28,64,272,"Roosevelt County, Montana",3802,120,63,78,44,46,43,31,22,20,25,53
"G3000870","2013-2017","MT",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30087",,,"Rosebud County, Montana",54709,893,130,157,69,66,73,80,16,54,128,120,"Rosebud County, Montana",4136,114,35,61,32,32,43,88,20,35,52,37
"G3000890","2013-2017","MT",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30089",,,"Sanders County, Montana",36445,1209,65,90,100,98,114,40,118,81,205,298,"Sanders County, Montana",4172,156,30,47,47,36,52,22,52,65,76,106
"G3000910","2013-2017","MT",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30091",,,"Sheridan County, Montana",51940,400,21,39,11,36,56,25,44,12,48,108,"Sheridan County, Montana",5667,70,13,23,12,21,37,18,29,13,26,42
"G3000930","2013-2017","MT",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30093",,,"Silver Bow County, Montana",40480,5118,338,351,541,586,496,372,202,380,1579,273,"Silver Bow County, Montana",2706,407,143,126,210,250,176,169,86,135,291,99
"G3000950","2013-2017","MT",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30095",,,"Stillwater County, Montana",61998,844,107,92,131,55,127,93,5,52,72,110,"Stillwater County, Montana",4800,115,43,44,64,31,61,58,5,26,50,32
"G3000970","2013-2017","MT",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30097",,,"Sweet Grass County, Montana",49761,389,39,26,74,24,27,0,9,4,63,123,"Sweet Grass County, Montana",4844,76,31,22,40,19,23,10,14,6,36,40
"G3000990","2013-2017","MT",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30099",,,"Teton County, Montana",51060,731,104,54,47,27,85,114,30,20,92,158,"Teton County, Montana",4458,93,43,32,25,16,41,42,23,17,34,38
"G3001010","2013-2017","MT",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30101",,,"Toole County, Montana",46735,785,48,79,100,45,40,36,26,32,97,282,"Toole County, Montana",6131,116,30,47,67,35,32,34,22,36,56,90
"G3001030","2013-2017","MT",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30103",,,"Treasure County, Montana",42454,112,2,23,6,14,0,4,0,0,16,47,"Treasure County, Montana",5000,26,4,15,7,9,10,3,10,10,12,21
"G3001050","2013-2017","MT",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30105",,,"Valley County, Montana",55267,899,157,108,116,42,111,12,6,68,70,209,"Valley County, Montana",6889,156,93,86,52,32,60,17,8,61,48,73
"G3001070","2013-2017","MT",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30107",,,"Wheatland County, Montana",37222,291,28,33,0,20,16,8,2,19,19,146,"Wheatland County, Montana",4978,52,21,21,10,17,18,12,3,25,16,43
"G3001090","2013-2017","MT",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30109",,,"Wibaux County, Montana",47132,103,11,20,17,21,0,8,0,8,10,8,"Wibaux County, Montana",8601,37,9,12,17,26,10,11,10,12,12,8
"G3001110","2013-2017","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30111",,,"Yellowstone County, Montana",57955,20483,1035,2090,2821,2480,2333,1616,1270,1652,4285,901,"Yellowstone County, Montana",1142,770,222,369,373,317,377,297,276,294,422,205
"G3100010","2013-2017","NE",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31001",,,"Adams County, Nebraska",51721,4014,192,404,428,560,419,258,164,333,903,353,"Adams County, Nebraska",2585,273,74,126,105,123,121,89,84,102,164,120
"G3100030","2013-2017","NE",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31003",,,"Antelope County, Nebraska",46949,630,91,54,52,38,42,47,30,22,95,159,"Antelope County, Nebraska",2107,83,30,24,23,23,25,24,20,13,38,44
"G3100050","2013-2017","NE",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31005",,,"Arthur County, Nebraska",41250,65,0,13,3,1,3,2,5,0,8,30,"Arthur County, Nebraska",6988,23,9,12,4,2,3,3,7,9,10,9
"G3100070","2013-2017","NE",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31007",,,"Banner County, Nebraska",55000,95,3,13,4,3,2,4,0,9,9,48,"Banner County, Nebraska",8235,29,4,9,5,6,3,6,9,13,12,20
"G3100090","2013-2017","NE",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31009",,,"Blaine County, Nebraska",52000,91,9,9,1,11,0,0,2,0,0,59,"Blaine County, Nebraska",2382,23,7,8,3,10,9,9,3,9,9,18
"G3100110","2013-2017","NE",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31011",,,"Boone County, Nebraska",53854,504,56,76,79,29,8,75,7,34,61,79,"Boone County, Nebraska",2563,79,26,25,28,12,8,38,7,25,28,33
"G3100130","2013-2017","NE",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31013",,,"Box Butte County, Nebraska",56328,1305,114,181,158,123,87,102,90,66,237,147,"Box Butte County, Nebraska",5202,198,61,129,76,77,76,65,55,48,104,78
"G3100150","2013-2017","NE",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31015",,,"Boyd County, Nebraska",48750,165,12,18,6,6,18,6,8,4,13,74,"Boyd County, Nebraska",7047,27,8,9,5,7,13,6,6,5,11,20
"G3100170","2013-2017","NE",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31017",,,"Brown County, Nebraska",42773,400,73,33,78,31,30,12,28,13,32,70,"Brown County, Nebraska",6964,92,47,24,48,33,20,12,22,14,29,56
"G3100190","2013-2017","NE",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31019",,,"Buffalo County, Nebraska",55053,6992,278,728,982,1024,710,442,393,717,1239,479,"Buffalo County, Nebraska",2413,312,104,156,210,224,189,124,98,172,218,139
"G3100210","2013-2017","NE",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31021",,,"Burt County, Nebraska",50174,698,48,56,58,172,67,38,16,25,77,141,"Burt County, Nebraska",2762,85,21,28,20,58,30,21,11,13,26,40
"G3100230","2013-2017","NE",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31023",,,"Butler County, Nebraska",52448,682,28,113,87,71,59,36,25,41,98,124,"Butler County, Nebraska",3123,104,23,63,42,31,36,24,27,22,37,42
"G3100250","2013-2017","NE",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31025",,,"Cass County, Nebraska",68284,1801,165,215,271,199,165,191,78,127,230,160,"Cass County, Nebraska",2743,215,71,73,90,80,59,94,72,59,83,59
"G3100270","2013-2017","NE",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31027",,,"Cedar County, Nebraska",57208,678,61,95,81,71,45,60,18,41,50,156,"Cedar County, Nebraska",2946,110,26,40,43,36,24,31,12,27,24,45
"G3100290","2013-2017","NE",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31029",,,"Chase County, Nebraska",54568,326,39,26,19,25,17,6,5,21,46,122,"Chase County, Nebraska",3526,79,28,22,20,21,19,11,8,22,31,58
"G3100310","2013-2017","NE",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31031",,,"Cherry County, Nebraska",53226,1013,68,90,52,96,38,16,65,0,97,491,"Cherry County, Nebraska",5676,137,42,47,37,36,33,26,48,13,62,141
"G3100330","2013-2017","NE",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31033",,,"Cheyenne County, Nebraska",58770,1291,91,145,246,203,111,50,89,128,100,128,"Cheyenne County, Nebraska",4189,175,51,67,90,78,56,31,58,64,60,56
"G3100350","2013-2017","NE",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31035",,,"Clay County, Nebraska",54167,595,54,94,93,73,56,37,14,25,78,71,"Clay County, Nebraska",3031,72,24,40,33,27,26,18,13,20,33,30
"G3100370","2013-2017","NE",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31037",,,"Colfax County, Nebraska",54876,1162,137,302,215,129,80,71,16,43,40,129,"Colfax County, Nebraska",3806,170,75,125,92,97,62,58,20,36,32,56
"G3100390","2013-2017","NE",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31039",,,"Cuming County, Nebraska",50734,1210,97,138,213,161,148,71,42,80,136,124,"Cuming County, Nebraska",3718,129,50,46,67,70,74,41,36,47,49,40
"G3100410","2013-2017","NE",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31041",,,"Custer County, Nebraska",48836,1345,109,173,132,110,155,109,61,74,137,285,"Custer County, Nebraska",3351,167,60,72,53,42,92,54,41,49,60,72
"G3100430","2013-2017","NE",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31043",,,"Dakota County, Nebraska",52401,2536,272,314,341,450,183,116,127,247,324,162,"Dakota County, Nebraska",3434,234,133,113,139,179,121,93,79,123,134,69
"G3100450","2013-2017","NE",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31045",,,"Dawes County, Nebraska",46146,1335,93,232,176,135,31,52,32,69,334,181,"Dawes County, Nebraska",8364,221,83,148,95,109,38,51,26,52,142,88
"G3100470","2013-2017","NE",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31047",,,"Dawson County, Nebraska",51238,2951,184,359,471,370,439,231,176,175,372,174,"Dawson County, Nebraska",1644,258,83,148,161,132,134,100,88,80,100,74
"G3100490","2013-2017","NE",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31049",,,"Deuel County, Nebraska",53438,207,15,39,52,25,11,6,9,8,11,31,"Deuel County, Nebraska",4122,51,11,20,26,17,13,9,9,8,10,25
"G3100510","2013-2017","NE",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31051",,,"Dixon County, Nebraska",57036,454,38,55,68,49,27,49,7,19,52,90,"Dixon County, Nebraska",3616,70,24,34,33,28,19,27,7,11,22,32
"G3100530","2013-2017","NE",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31053",,,"Dodge County, Nebraska",51748,5443,260,718,862,808,679,342,204,364,825,381,"Dodge County, Nebraska",1807,406,109,175,161,194,190,130,99,133,174,109
"G3100550","2013-2017","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31055",,,"Douglas County, Nebraska",58640,83107,2692,7538,11760,10646,8806,7356,4865,6634,18268,4542,"Douglas County, Nebraska",1065,1360,365,498,646,668,597,661,502,445,854,459
"G3100570","2013-2017","NE",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31057",,,"Dundy County, Nebraska",44653,280,9,38,30,0,17,0,9,18,13,146,"Dundy County, Nebraska",7447,76,14,26,21,9,15,9,12,24,12,65
"G3100590","2013-2017","NE",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31059",,,"Fillmore County, Nebraska",56750,612,115,64,68,84,51,41,8,15,57,109,"Fillmore County, Nebraska",2717,84,45,28,37,42,23,26,9,11,22,33
"G3100610","2013-2017","NE",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31061",,,"Franklin County, Nebraska",49453,225,37,30,32,7,1,13,32,3,18,52,"Franklin County, Nebraska",2456,44,21,13,17,6,3,10,21,4,12,21
"G3100630","2013-2017","NE",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31063",,,"Frontier County, Nebraska",52090,259,15,44,23,33,17,13,5,17,28,64,"Frontier County, Nebraska",2358,42,14,19,17,19,10,12,4,10,19,23
"G3100650","2013-2017","NE",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31065",,,"Furnas County, Nebraska",43400,613,68,46,87,48,40,53,12,26,93,140,"Furnas County, Nebraska",3352,81,31,24,30,27,23,31,8,20,31,57
"G3100670","2013-2017","NE",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31067",,,"Gage County, Nebraska",52223,2917,276,510,377,279,352,193,141,176,329,284,"Gage County, Nebraska",2284,229,104,128,106,78,102,81,74,77,91,93
"G3100690","2013-2017","NE",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31069",,,"Garden County, Nebraska",48125,176,3,17,13,21,10,0,0,2,24,86,"Garden County, Nebraska",6728,47,4,14,10,14,9,9,9,3,16,39
"G3100710","2013-2017","NE",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31071",,,"Garfield County, Nebraska",46509,191,3,35,8,34,19,17,0,4,35,36,"Garfield County, Nebraska",3659,48,5,26,12,20,16,17,9,6,24,25
"G3100730","2013-2017","NE",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31073",,,"Gosper County, Nebraska",61769,269,44,62,24,19,44,16,2,7,3,48,"Gosper County, Nebraska",3409,58,26,33,17,21,28,15,3,9,4,26
"G3100750","2013-2017","NE",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31075",,,"Grant County, Nebraska",45833,51,1,0,4,1,0,2,0,0,1,42,"Grant County, Nebraska",8952,23,3,9,5,2,9,3,9,9,3,17
"G3100770","2013-2017","NE",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31077",,,"Greeley County, Nebraska",47218,198,22,46,15,13,10,12,2,0,41,37,"Greeley County, Nebraska",7708,41,15,17,11,9,7,8,2,9,20,22
"G3100790","2013-2017","NE",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31079",,,"Hall County, Nebraska",53807,8739,563,1186,1429,946,991,673,371,584,1566,430,"Hall County, Nebraska",1683,467,209,246,234,226,242,178,127,151,265,143
"G3100810","2013-2017","NE",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31081",,,"Hamilton County, Nebraska",61944,695,103,69,91,129,39,70,6,12,120,56,"Hamilton County, Nebraska",4773,114,53,31,49,54,26,40,6,11,49,34
"G3100830","2013-2017","NE",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31083",,,"Harlan County, Nebraska",46750,364,16,54,45,41,21,22,0,22,51,92,"Harlan County, Nebraska",4400,69,12,28,27,25,12,14,9,20,32,40
"G3100850","2013-2017","NE",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31085",,,"Hayes County, Nebraska",44946,140,26,4,5,12,0,0,0,0,14,79,"Hayes County, Nebraska",16021,34,18,7,7,10,9,9,9,9,10,32
"G3100870","2013-2017","NE",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31087",,,"Hitchcock County, Nebraska",41582,337,42,35,17,14,17,16,15,30,51,100,"Hitchcock County, Nebraska",2796,56,26,19,11,11,13,11,16,19,27,41
"G3100890","2013-2017","NE",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31089",,,"Holt County, Nebraska",52050,1281,92,182,158,183,129,98,26,47,177,189,"Holt County, Nebraska",2484,141,43,73,59,73,63,49,22,49,75,62
"G3100910","2013-2017","NE",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31091",,,"Hooker County, Nebraska",41607,80,6,0,11,0,18,10,4,10,7,14,"Hooker County, Nebraska",9989,30,8,9,15,9,16,13,4,14,10,8
"G3100930","2013-2017","NE",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31093",,,"Howard County, Nebraska",53648,617,19,78,79,83,60,25,18,46,111,98,"Howard County, Nebraska",2639,97,15,40,40,44,34,27,15,25,37,45
"G3100950","2013-2017","NE",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31095",,,"Jefferson County, Nebraska",46576,878,49,105,147,147,63,52,42,37,56,180,"Jefferson County, Nebraska",3646,129,27,43,65,61,33,38,40,27,27,54
"G3100970","2013-2017","NE",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31097",,,"Johnson County, Nebraska",49564,487,46,72,74,26,48,40,8,45,92,36,"Johnson County, Nebraska",4629,97,26,41,48,19,26,19,10,28,36,21
"G3100990","2013-2017","NE",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31099",,,"Kearney County, Nebraska",53207,839,62,66,134,72,125,54,54,26,120,126,"Kearney County, Nebraska",4890,128,45,38,59,45,57,38,45,28,56,57
"G3101010","2013-2017","NE",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31101",,,"Keith County, Nebraska",45078,1297,31,76,231,109,263,153,46,31,184,173,"Keith County, Nebraska",4391,146,23,42,81,48,102,76,31,23,80,64
"G3101030","2013-2017","NE",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31103",,,"Keya Paha County, Nebraska",48864,92,20,11,2,5,0,6,7,0,5,36,"Keya Paha County, Nebraska",8813,38,16,9,3,6,9,7,7,9,6,35
"G3101050","2013-2017","NE",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31105",,,"Kimball County, Nebraska",43017,515,38,81,73,59,52,16,56,21,59,60,"Kimball County, Nebraska",4597,79,34,43,41,37,36,14,37,22,28,29
"G3101070","2013-2017","NE",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31107",,,"Knox County, Nebraska",48072,971,110,97,120,70,81,69,63,17,105,239,"Knox County, Nebraska",3296,92,41,32,39,29,33,26,40,9,33,57
"G3101090","2013-2017","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31109",,,"Lancaster County, Nebraska",55747,48317,1837,4932,6185,6469,4230,4024,3843,3805,10928,2064,"Lancaster County, Nebraska",936,919,302,444,521,431,451,465,417,475,626,323
"G3101110","2013-2017","NE",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31111",,,"Lincoln County, Nebraska",55875,5371,446,766,717,628,713,433,187,366,735,380,"Lincoln County, Nebraska",2359,366,195,215,166,172,198,140,92,148,212,111
"G3101130","2013-2017","NE",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31113",,,"Logan County, Nebraska",50278,113,12,15,8,0,0,4,2,6,0,66,"Logan County, Nebraska",12533,29,11,10,6,9,9,4,2,5,9,29
"G3101150","2013-2017","NE",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31115",,,"Loup County, Nebraska",58625,45,2,11,0,0,0,1,2,0,1,28,"Loup County, Nebraska",6306,17,3,6,9,9,9,2,3,9,2,15
"G3101170","2013-2017","NE",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31117",,,"McPherson County, Nebraska",60714,64,0,19,14,4,6,0,0,2,0,19,"McPherson County, Nebraska",10396,24,9,16,12,4,9,9,9,3,9,11
"G3101190","2013-2017","NE",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31119",,,"Madison County, Nebraska",49865,4923,274,493,773,745,531,303,236,365,769,434,"Madison County, Nebraska",1887,316,88,151,148,178,160,96,123,108,154,114
"G3101210","2013-2017","NE",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31121",,,"Merrick County, Nebraska",53536,820,93,125,125,112,42,39,31,64,95,94,"Merrick County, Nebraska",1715,125,48,59,51,70,27,35,30,40,51,36
"G3101230","2013-2017","NE",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31123",,,"Morrill County, Nebraska",44201,578,48,41,42,86,38,55,19,39,41,169,"Morrill County, Nebraska",3343,85,27,28,28,42,22,36,22,26,24,61
"G3101250","2013-2017","NE",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31125",,,"Nance County, Nebraska",45428,334,39,66,28,28,39,32,2,13,45,42,"Nance County, Nebraska",4703,58,20,39,18,20,22,24,3,10,29,26
"G3101270","2013-2017","NE",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31127",,,"Nemaha County, Nebraska",55536,791,77,100,113,94,41,42,48,44,116,116,"Nemaha County, Nebraska",5149,136,31,65,54,56,30,39,35,33,62,45
"G3101290","2013-2017","NE",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31129",,,"Nuckolls County, Nebraska",42055,485,22,42,82,15,34,49,14,53,42,132,"Nuckolls County, Nebraska",3430,96,26,23,34,11,20,30,13,37,26,53
"G3101310","2013-2017","NE",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31131",,,"Otoe County, Nebraska",54605,1774,68,205,236,316,204,87,110,47,217,284,"Otoe County, Nebraska",3804,202,34,78,79,105,79,41,65,32,94,85
"G3101330","2013-2017","NE",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31133",,,"Pawnee County, Nebraska",42176,244,4,22,71,17,27,15,13,20,35,20,"Pawnee County, Nebraska",3981,58,4,22,36,13,24,10,9,18,20,14
"G3101350","2013-2017","NE",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31135",,,"Perkins County, Nebraska",58125,264,29,26,29,33,39,0,11,16,51,30,"Perkins County, Nebraska",4387,53,21,13,20,19,20,9,10,19,27,20
"G3101370","2013-2017","NE",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31137",,,"Phelps County, Nebraska",56408,1144,94,136,183,106,112,51,115,38,146,163,"Phelps County, Nebraska",3628,160,64,53,77,51,64,24,61,34,70,68
"G3101390","2013-2017","NE",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31139",,,"Pierce County, Nebraska",55417,579,68,54,89,78,30,12,57,28,49,114,"Pierce County, Nebraska",3949,82,27,29,41,37,17,9,42,22,24,41
"G3101410","2013-2017","NE",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31141",,,"Platte County, Nebraska",58679,3730,289,692,603,450,388,246,119,168,525,250,"Platte County, Nebraska",2906,267,104,156,154,112,134,110,70,113,152,83
"G3101430","2013-2017","NE",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31143",,,"Polk County, Nebraska",63667,401,45,87,35,33,21,37,25,14,33,71,"Polk County, Nebraska",5507,67,23,34,16,14,15,25,22,11,19,30
"G3101450","2013-2017","NE",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31145",,,"Red Willow County, Nebraska",42882,1145,56,86,135,246,155,82,34,91,172,88,"Red Willow County, Nebraska",5099,190,48,59,61,129,105,47,36,48,73,53
